,Request Id,request_preemption_time,cdf
1752,1752,0.0,0.526
1753,1753,0.0,0.5265
1754,1754,0.0,0.527
1755,1755,0.0,0.5275
1756,1756,0.0,0.528
1757,1757,0.0,0.5285
1758,1758,0.0,0.529
1759,1759,0.0,0.5295
1760,1760,0.0,0.53
1761,1761,0.0,0.5305
1762,1762,0.0,0.531
1763,1763,0.0,0.5315
1764,1764,0.0,0.532
1765,1765,0.0,0.5325
1766,1766,0.0,0.533
1767,1767,0.0,0.5335
1768,1768,0.0,0.534
1769,1769,0.0,0.5345
1770,1770,0.0,0.535
1771,1771,0.0,0.5355
1772,1772,0.0,0.536
1773,1773,0.0,0.5365
1825,1825,0.0,0.537
1826,1826,0.0,0.5375
1827,1827,0.0,0.538
1828,1828,0.0,0.5385
1829,1829,0.0,0.539
1830,1830,0.0,0.5395
1831,1831,0.0,0.54
1832,1832,0.0,0.5405
1833,1833,0.0,0.541
1834,1834,0.0,0.5415
1835,1835,0.0,0.542
1836,1836,0.0,0.5425
1837,1837,0.0,0.543
1838,1838,0.0,0.5435
1839,1839,0.0,0.544
1840,1840,0.0,0.5445
1841,1841,0.0,0.545
1842,1842,0.0,0.5455
1843,1843,0.0,0.546
1844,1844,0.0,0.5465
1845,1845,0.0,0.547
1846,1846,0.0,0.5475
1847,1847,0.0,0.548
1848,1848,0.0,0.5485
1849,1849,0.0,0.549
1850,1850,0.0,0.5495
1851,1851,0.0,0.55
1852,1852,0.0,0.5505
1853,1853,0.0,0.551
1854,1854,0.0,0.5515
1855,1855,0.0,0.552
1856,1856,0.0,0.5525
1857,1857,0.0,0.553
1858,1858,0.0,0.5535
1859,1859,0.0,0.554
1860,1860,0.0,0.5545
1861,1861,0.0,0.555
1862,1862,0.0,0.5555
1863,1863,0.0,0.556
1864,1864,0.0,0.5565
1865,1865,0.0,0.557
1866,1866,0.0,0.5575
1867,1867,0.0,0.558
1868,1868,0.0,0.5585
1869,1869,0.0,0.559
1870,1870,0.0,0.5595
1871,1871,0.0,0.56
1872,1872,0.0,0.5605
1873,1873,0.0,0.561
1874,1874,0.0,0.5615
1875,1875,0.0,0.562
1876,1876,0.0,0.5625
1877,1877,0.0,0.563
1878,1878,0.0,0.5635
1879,1879,0.0,0.564
1880,1880,0.0,0.5645
1881,1881,0.0,0.565
1882,1882,0.0,0.5655
1883,1883,0.0,0.566
1884,1884,0.0,0.5665
1885,1885,0.0,0.567
1886,1886,0.0,0.5675
1887,1887,0.0,0.568
1888,1888,0.0,0.5685
1889,1889,0.0,0.569
1890,1890,0.0,0.5695
1946,1946,0.0,0.57
1947,1947,0.0,0.5705
1948,1948,0.0,0.571
1949,1949,0.0,0.5715
1950,1950,0.0,0.572
1951,1951,0.0,0.5725
1952,1952,0.0,0.573
1953,1953,0.0,0.5735
1954,1954,0.0,0.574
1955,1955,0.0,0.5745
1956,1956,0.0,0.575
1957,1957,0.0,0.5755
1958,1958,0.0,0.576
1959,1959,0.0,0.5765
1960,1960,0.0,0.577
1961,1961,0.0,0.5775
1962,1962,0.0,0.578
1963,1963,0.0,0.5785
1964,1964,0.0,0.579
1965,1965,0.0,0.5795
1966,1966,0.0,0.58
1967,1967,0.0,0.5805
1968,1968,0.0,0.581
1969,1969,0.0,0.5815
1970,1970,0.0,0.582
1971,1971,0.0,0.5825
1972,1972,0.0,0.583
1973,1973,0.0,0.5835
1974,1974,0.0,0.584
1975,1975,0.0,0.5845
1976,1976,0.0,0.585
1977,1977,0.0,0.5855
1978,1978,0.0,0.586
1979,1979,0.0,0.5865
1980,1980,0.0,0.587
1981,1981,0.0,0.5875
1982,1982,0.0,0.588
1983,1983,0.0,0.5885
1984,1984,0.0,0.589
1985,1985,0.0,0.5895
1986,1986,0.0,0.59
1987,1987,0.0,0.5905
1988,1988,0.0,0.591
1989,1989,0.0,0.5915
1990,1990,0.0,0.592
1991,1991,0.0,0.5925
1992,1992,0.0,0.593
1993,1993,0.0,0.5935
1994,1994,0.0,0.594
1995,1995,0.0,0.5945
1996,1996,0.0,0.595
1997,1997,0.0,0.5955
1998,1998,0.0,0.596
1999,1999,0.0,0.5965
1064,1064,0.04557565038038547,0.597
953,953,0.04585622638035147,0.5975
250,250,0.04896147564329567,0.598
1655,1655,0.09115130076065725,0.5985
1891,1891,0.09115130076065725,0.599
145,145,0.09125294881154389,0.5995
1187,1187,0.0914318767606801,0.6
163,163,0.0917841488115414,0.6005
231,231,0.09395577100838182,0.601
228,228,0.13634302885540706,0.6015
226,226,0.146884426929887,0.602
238,238,0.18763469813104905,0.6025
140,140,0.2298267109748835,0.603
255,255,0.2729394977108086,0.6035
198,198,0.32588413684041484,0.604
239,239,0.3985289362921094,0.6045
229,229,0.39996050154461216,0.605
256,256,0.5816447106851541,0.6055
154,154,0.6130896708583009,0.606
1303,1303,0.6521585613245406,0.6065
232,232,0.6923469197788421,0.607
359,359,0.750683462187709,0.6075
166,166,0.8696666983180634,0.608
174,174,0.9153402076075281,0.6085
233,233,1.0400057036553392,0.609
146,146,1.2455253198787801,0.6095
477,477,1.342251794592812,0.61
167,167,1.4182233881512616,0.6105
1417,1417,1.479662335828607,0.611
164,164,1.5471482711920075,0.6115
715,715,1.6148405366468523,0.612
235,235,1.6541460588518504,0.6125
175,175,1.7161162318095364,0.613
601,601,2.0104100268697493,0.6135
234,234,2.0906776184623936,0.614
1774,1774,2.120125229497148,0.6145
478,478,2.339936744127499,0.615
257,257,2.4294189834833446,0.6155
360,360,2.487691184829174,0.616
165,165,2.559762669500927,0.6165
833,833,2.8714510619636258,0.617
1188,1188,2.9278141176032477,0.6175
176,176,3.251514930075402,0.618
1065,1065,3.646820567662303,0.6185
361,361,3.8640306305287595,0.619
258,258,3.9839760342100874,0.6195
1418,1418,4.276472260192804,0.62
1304,1304,4.487389067461663,0.6205
479,479,4.526938200580503,0.621
147,147,5.041136993909035,0.6215
954,954,5.130466387981642,0.622
1419,1419,5.260109091297409,0.6225
1892,1892,5.48955561815319,0.623
148,148,5.71094658461957,0.6235
1775,1775,6.274775461711556,0.624
149,149,6.312953303398203,0.6245
1305,1305,6.3955887472541235,0.625
362,362,6.489707996719346,0.6255
1066,1066,6.720378119607119,0.626
261,261,6.836446143629516,0.6265
480,480,6.917197826111533,0.627
1542,1542,6.971142761816054,0.6275
260,260,7.152744675492201,0.628
262,262,7.255143458296146,0.6285
150,150,7.470521849098027,0.629
263,263,7.560251560441003,0.6295
1306,1306,7.6151402148428815,0.63
1656,1656,7.814398869467709,0.6305
1776,1776,7.814596613968206,0.631
151,151,7.827459488098398,0.6315
264,264,7.977600830307679,0.632
152,152,8.031633351069836,0.6325
716,716,8.09543963115027,0.633
363,363,8.167359537865906,0.6335
1067,1067,8.267532026219783,0.634
1189,1189,8.4889975748942,0.6345
834,834,8.502306296854442,0.635
1893,1893,8.544057933155841,0.6355
265,265,8.548184541655402,0.636
602,602,8.614863178246395,0.6365
153,153,8.655099377179866,0.637
259,259,8.660315043025008,0.6375
955,955,8.870117496020328,0.638
364,364,8.91148376854747,0.6385
481,481,9.197777377626238,0.639
1420,1420,9.228550253708704,0.6395
266,266,9.500364336438679,0.64
1543,1543,9.642410096535627,0.6405
1421,1421,10.016640617227154,0.641
1777,1777,10.026948435659051,0.6415
1068,1068,10.281221762639689,0.642
717,717,10.532678546088448,0.6425
1307,1307,10.552995295393544,0.643
365,365,11.192680028298355,0.6435
267,267,11.332711707206983,0.644
1894,1894,11.341660896579924,0.6445
482,482,11.39390121456944,0.645
718,718,11.732131180408487,0.6455
1069,1069,11.75669779978773,0.646
366,366,11.958405817877576,0.6465
835,835,12.062311042325177,0.647
1422,1422,12.221213109089263,0.6475
1895,1895,12.323026058800792,0.648
1544,1544,12.381155808163271,0.6485
719,719,12.475791614973275,0.649
1070,1070,12.594743073826407,0.6495
956,956,12.632693245138228,0.65
367,367,12.730024620180757,0.6505
1657,1657,12.7560796789993,0.651
483,483,12.880034780211247,0.6515
603,603,12.936114282647907,0.652
1423,1423,12.956155324707765,0.6525
1545,1545,13.171122722106702,0.653
1071,1071,13.389391901345164,0.6535
1778,1778,13.403841394209735,0.654
484,484,13.767863212063133,0.6545
268,268,13.783347790507136,0.655
836,836,13.850812108527975,0.6555
720,720,13.99660703711362,0.656
1190,1190,14.018204683401166,0.6565
368,368,14.062964716169347,0.657
1308,1308,14.07474221678899,0.6575
1424,1424,14.1595162627724,0.658
1896,1896,14.447967466740124,0.6585
1658,1658,14.555729757698373,0.659
485,485,14.56507012834993,0.6595
837,837,14.645822094904076,0.66
1072,1072,14.77362400247523,0.6605
369,369,14.82001831374862,0.661
1425,1425,14.907489787770714,0.6615
270,270,15.033053373968428,0.662
1897,1897,15.187189399091835,0.6625
1546,1546,15.345380625149119,0.663
1659,1659,15.346399982905723,0.6635
838,838,15.397463404969471,0.664
370,370,15.418127935384376,0.6645
1191,1191,15.59854649162753,0.665
957,957,15.738456154770347,0.6655
1426,1426,15.75174004182179,0.666
269,269,15.972549226287029,0.6665
1779,1779,16.037875338890217,0.667
1660,1660,16.139860111402072,0.6675
839,839,16.197435535573845,0.668
1427,1427,16.459088314941482,0.6685
486,486,16.552385220568368,0.669
721,721,16.606099374551945,0.6695
1073,1073,16.702910747040846,0.67
371,371,16.785655547908476,0.6705
1780,1780,16.786766681292306,0.671
840,840,16.949756197334523,0.6715
958,958,17.07310258335326,0.672
271,271,17.136843468511245,0.6725
604,604,17.18251727133324,0.673
1428,1428,17.30441727088464,0.6735
487,487,17.34408851493157,0.674
372,372,17.418637459924554,0.6745
1192,1192,17.449614423520416,0.675
1661,1661,17.567156001366357,0.6755
841,841,17.687040137933934,0.676
1898,1898,17.904216945410553,0.6765
373,373,18.029742431695922,0.677
1781,1781,18.064522050480605,0.6775
272,272,18.10089129736666,0.678
1309,1309,18.12817253004721,0.6785
1074,1074,18.12918784021963,0.679
1547,1547,18.174224697612317,0.6795
722,722,18.193762764802045,0.68
1662,1662,18.305932951876684,0.6805
1429,1429,18.594851905202063,0.681
1193,1193,18.6489481957708,0.6815
488,488,18.814980629711528,0.682
1075,1075,18.831018092691863,0.6825
842,842,18.966167122259833,0.683
273,273,19.102356969626186,0.6835
605,605,19.142733772486622,0.684
1899,1899,19.17323875596378,0.6845
1194,1194,19.24731772140649,0.685
1310,1310,19.3513193937697,0.6855
1430,1430,19.378901569375216,0.686
1548,1548,19.406110811036115,0.6865
1782,1782,19.441567177014463,0.687
1663,1663,19.651012963007588,0.6875
843,843,19.7112400548084,0.688
959,959,19.725612016715502,0.6885
606,606,19.89270444161906,0.689
1783,1783,20.09532681307678,0.6895
1076,1076,20.1367362656581,0.69
1900,1900,20.27743656458938,0.6905
374,374,20.341467025512827,0.691
1664,1664,20.398655133999227,0.6915
844,844,20.41196854643789,0.692
607,607,20.538146471324097,0.6925
1195,1195,20.638801362737524,0.693
1431,1431,20.684805458610185,0.6935
723,723,20.74686621542304,0.694
489,489,20.79555101799758,0.6945
1784,1784,20.840155662245138,0.695
1077,1077,20.872593255952097,0.6955
1665,1665,21.10292506715689,0.696
608,608,21.225878091879338,0.6965
1196,1196,21.290619410497186,0.697
1549,1549,21.35187850132786,0.6975
1432,1432,21.385595288554214,0.698
960,960,21.393373703644215,0.6985
490,490,21.495862360603155,0.699
1078,1078,21.515429978736677,0.6995
845,845,21.628182027556477,0.7
1197,1197,21.6430860696384,0.7005
274,274,21.806629934936353,0.701
724,724,22.07812302487787,0.7015
1785,1785,22.102566241063982,0.702
1311,1311,22.17583516574507,0.7025
491,491,22.19909312576101,0.703
1079,1079,22.20192050011741,0.7035
1198,1198,22.36862803727871,0.704
846,846,22.421315638586293,0.7045
1666,1666,22.43729518149928,0.705
609,609,22.50854149520171,0.7055
1550,1550,22.564558975823275,0.706
961,961,22.670626454674846,0.7065
725,725,22.72297973669089,0.707
1901,1901,22.868760718300337,0.7075
1433,1433,22.874572363198467,0.708
1080,1080,22.894975203695083,0.7085
492,492,22.99341172978751,0.709
1312,1312,23.00080053525687,0.7095
1199,1199,23.010203459890306,0.71
847,847,23.017160690278445,0.7105
1667,1667,23.034092278030016,0.711
610,610,23.202998997601696,0.7115
726,726,23.468278741061567,0.712
1902,1902,23.474840890488395,0.7125
1434,1434,23.48129458000676,0.713
1081,1081,23.590167576799786,0.7135
611,611,23.59944886704693,0.714
375,375,23.617876551742768,0.7145
848,848,23.707349387956185,0.715
1082,1082,24.057614627027704,0.7155
376,376,24.120853119220953,0.716
1435,1435,24.169704685018246,0.7165
1200,1200,24.199059069043983,0.717
1786,1786,24.213934044595362,0.7175
849,849,24.306000918636187,0.718
1668,1668,24.31303320394261,0.7185
493,493,24.459817756262623,0.719
1313,1313,24.520411786273712,0.7195
1551,1551,24.529570322469795,0.72
962,962,24.628592744288596,0.7205
727,727,24.635942769942176,0.721
1669,1669,24.780982551964485,0.7215
612,612,24.79513068992202,0.722
1436,1436,24.811381668995296,0.7225
377,377,24.862784338667836,0.723
1201,1201,24.959835389991213,0.7235
494,494,24.961261602674085,0.724
850,850,25.01803873616865,0.7245
728,728,25.03525214658754,0.725
1314,1314,25.12613845145563,0.7255
1903,1903,25.155136943489538,0.726
1083,1083,25.184336487368284,0.7265
1787,1787,25.37906879007471,0.727
1437,1437,25.50229894267295,0.7275
1202,1202,25.575518852630694,0.728
1552,1552,25.67749442438128,0.7285
729,729,25.71774695636344,0.729
851,851,25.729853581472526,0.7295
1084,1084,25.867982476860675,0.73
1315,1315,25.86810381695375,0.7305
495,495,25.962225997225346,0.731
1788,1788,26.04000488155691,0.7315
1670,1670,26.086300199553534,0.732
1438,1438,26.120933749501546,0.7325
730,730,26.317901678023986,0.733
1904,1904,26.330447472549395,0.7335
1553,1553,26.387043142307448,0.734
1085,1085,26.415420499455024,0.7345
496,496,26.4749596210267,0.735
1316,1316,26.565809146395168,0.7355
963,963,26.58728170849122,0.736
1671,1671,26.693792011479218,0.7365
613,613,26.71480642683204,0.737
1789,1789,26.752127846548206,0.7375
1203,1203,26.77841164815709,0.738
1439,1439,26.785906147358105,0.7385
497,497,26.941320676587964,0.739
731,731,26.964124789391747,0.7395
1905,1905,27.064538180144723,0.74
1790,1790,27.317475324522206,0.7405
1554,1554,27.338306106002733,0.741
1672,1672,27.346906066261454,0.7415
1440,1440,27.404382217310513,0.742
498,498,27.40919711134933,0.7425
1906,1906,27.61558150092901,0.743
1086,1086,27.626174625751844,0.7435
852,852,27.677731097954734,0.744
732,732,27.70338586735494,0.7445
378,378,27.741783836275346,0.745
1441,1441,27.768750417286356,0.7455
499,499,27.831121022282588,0.746
1317,1317,27.993000175541965,0.7465
964,964,28.065884516618837,0.747
614,614,28.065924255331367,0.7475
384,384,28.070264738666424,0.748
1673,1673,28.078125794972152,0.7485
1907,1907,28.168820686168488,0.749
1791,1791,28.2140058045743,0.7495
853,853,28.248345875951713,0.75
500,500,28.28481818237728,0.7505
1087,1087,28.28725354025613,0.751
385,385,28.357283906208153,0.7515
1555,1555,28.448170762563564,0.752
1674,1674,28.465199099083975,0.7525
854,854,28.514791124640908,0.753
965,965,28.5558818425788,0.7535
1088,1088,28.650978796231925,0.754
733,733,28.652964691913212,0.7545
1792,1792,28.694334493116344,0.755
501,501,28.71785691850772,0.7555
1204,1204,28.72018348830386,0.756
386,386,28.753665808151027,0.7565
615,615,28.780593304158344,0.757
1908,1908,28.78823217919421,0.7575
1442,1442,28.975277720939857,0.758
387,387,29.042814895692715,0.7585
1556,1556,29.0593534567372,0.759
1089,1089,29.142479344737353,0.7595
855,855,29.18131363028965,0.76
1909,1909,29.201426686813306,0.7605
966,966,29.269425677227673,0.761
616,616,29.30641078483643,0.7615
1318,1318,29.31889913089981,0.762
734,734,29.32307219377003,0.7625
1793,1793,29.338767246232578,0.763
388,388,29.413411430141224,0.7635
1675,1675,29.442322465239613,0.764
1443,1443,29.533216038881733,0.7645
379,379,29.551555170355044,0.765
1319,1319,29.662087894726824,0.7655
617,617,29.67064381681223,0.766
1557,1557,29.701785825853335,0.7665
1090,1090,29.759744278689936,0.767
389,389,29.769456430117003,0.7675
1676,1676,29.827301965021547,0.768
1910,1910,29.838923427075997,0.7685
735,735,29.84976098440376,0.769
1205,1205,29.87898229749601,0.7695
967,967,29.93354531413138,0.77
1794,1794,29.942467163515175,0.7705
1444,1444,30.09115435682361,0.771
390,390,30.139104996565493,0.7715
1206,1206,30.142328035937567,0.772
1558,1558,30.203669875626247,0.7725
1795,1795,30.254096396038335,0.773
856,856,30.25621160097245,0.7735
1677,1677,30.31001644595665,0.774
380,380,30.345000804254,0.7745
1091,1091,30.37407438929705,0.775
391,391,30.395541669254698,0.7755
736,736,30.421911083335317,0.776
968,968,30.4557743105309,0.7765
1559,1559,30.562977034230812,0.777
1092,1092,30.678379417629515,0.7775
1320,1320,30.683454236538182,0.778
1678,1678,30.6945379724051,0.7785
1445,1445,30.749642904501684,0.779
1207,1207,30.76586407897355,0.7795
737,737,30.78522251531109,0.78
618,618,30.79725738270713,0.7805
392,392,30.81179215934648,0.781
502,502,30.82685852487552,0.7815
1796,1796,30.875444663074518,0.782
857,857,30.909911646741875,0.7825
1911,1911,30.998350505759277,0.783
1446,1446,31.061272137024844,0.7835
1321,1321,31.117207241829988,0.784
1679,1679,31.12482763049684,0.7845
503,503,31.206090504657368,0.785
1093,1093,31.298714834271834,0.7855
1208,1208,31.32263910241926,0.786
969,969,31.35216962258295,0.7865
1797,1797,31.378673216438756,0.787
738,738,31.414417164773,0.7875
1680,1680,31.484803309329777,0.788
381,381,31.50812840258203,0.7885
1912,1912,31.516671468025493,0.789
1322,1322,31.550690243921736,0.7895
1447,1447,31.592122351815988,0.79
393,393,31.63041100908856,0.7905
504,504,31.680287302392458,0.791
858,858,31.73802830618223,0.7915
1560,1560,31.831134327614564,0.792
1913,1913,31.867154996001318,0.7925
970,970,31.880653130768394,0.793
1681,1681,31.901629959421598,0.7935
1323,1323,31.93613420237034,0.794
394,394,31.94007939056044,0.7945
619,619,31.973538852011814,0.795
739,739,32.014098010477824,0.7955
1448,1448,32.14408932942263,0.796
382,382,32.1854446215973,0.7965
395,395,32.193977065001945,0.797
1324,1324,32.25046470270286,0.7975
859,859,32.262877105284076,0.798
620,620,32.32538548642566,0.7985
1094,1094,32.34665526762353,0.799
1209,1209,32.36128010667869,0.7995
1561,1561,32.38610557506047,0.8
1798,1798,32.38944938064026,0.8005
971,971,32.43198954421706,0.801
1914,1914,32.482950296630065,0.8015
396,396,32.494109721524836,0.802
505,505,32.616858867227165,0.8025
1449,1449,32.65051127135371,0.803
1325,1325,32.67001144879475,0.8035
1210,1210,32.67290933920157,0.804
397,397,32.80658745674904,0.8045
860,860,32.814292256729686,0.805
383,383,32.83019783557947,0.8055
1682,1682,32.8307650751309,0.806
1799,1799,32.941750206124425,0.8065
740,740,32.951035596750955,0.807
1095,1095,32.95653781642568,0.8075
1450,1450,32.96111663187685,0.808
972,972,32.98933370022951,0.8085
398,398,33.05898726452389,0.809
1915,1915,33.084668440621044,0.8095
1326,1326,33.08845662688657,0.81
1562,1562,33.1790921163979,0.8105
1096,1096,33.21988355486718,0.811
1211,1211,33.24394956214849,0.8115
741,741,33.26192498927384,0.812
973,973,33.29980926875237,0.8125
1327,1327,33.3492419493283,0.813
621,621,33.368943400985216,0.8135
1916,1916,33.44374443122558,0.814
1451,1451,33.48455800675015,0.8145
506,506,33.48685435390766,0.815
1800,1800,33.4940242496931,0.8155
742,742,33.642008031912724,0.816
1212,1212,33.70117648314033,0.8165
1683,1683,33.73772399266579,0.817
1328,1328,33.77374350471564,0.8175
1917,1917,33.82393978106484,0.818
861,861,33.84754990543337,0.8185
1563,1563,33.84840662472709,0.819
974,974,33.87089381100219,0.8195
399,399,33.889135251941866,0.82
1213,1213,33.9548058930485,0.8205
1801,1801,33.99683214010042,0.821
743,743,34.02205856255159,0.8215
1097,1097,34.027180936916295,0.822
1452,1452,34.03832582111977,0.8225
1684,1684,34.09593694327043,0.823
862,862,34.147168575289584,0.8235
1329,1329,34.149931891354754,0.824
400,400,34.15313975441802,0.8245
1918,1918,34.204414631704026,0.825
1453,1453,34.29225078302818,0.8255
1802,1802,34.29645080995692,0.826
744,744,34.334207155074466,0.8265
507,507,34.37609443577824,0.827
1098,1098,34.38689987152054,0.8275
401,401,34.4046851835262,0.828
1330,1330,34.458396547877896,0.8285
1685,1685,34.47092686590963,0.829
1214,1214,34.509381546155396,0.8295
1919,1919,34.516563224227184,0.83
622,622,34.51674816713748,0.8305
975,975,34.607047592074025,0.831
402,402,34.646798433434384,0.8315
863,863,34.659459629183914,0.832
745,745,34.713441557713395,0.8325
1099,1099,34.720198607278064,0.833
1564,1564,34.728457677057804,0.8335
1686,1686,34.73016841235142,0.834
508,508,34.74791635841714,0.8345
623,623,34.77903713757897,0.835
1803,1803,34.80880400812384,0.8355
1331,1331,34.88188357526519,0.836
403,403,34.88867923534258,0.8365
1920,1920,34.89590993406637,0.837
976,976,34.976850664817164,0.8375
746,746,35.023023558236275,0.838
1565,1565,35.02900332291438,0.8385
1100,1100,35.03097510380093,0.839
1215,1215,35.05144776478738,0.8395
509,509,35.05390088694003,0.84
1687,1687,35.103127358990605,0.8405
1332,1332,35.14112512170698,0.841
404,404,35.14462310261874,0.8415
864,864,35.15556165731823,0.842
1921,1921,35.1573053365081,0.8425
624,624,35.20657044549924,0.843
977,977,35.287740057340045,0.8435
1454,1454,35.312109662241596,0.844
1804,1804,35.35083272040356,0.8445
405,405,35.3873791791936,0.845
1216,1216,35.397351246591654,0.8455
1101,1101,35.398812319773185,0.846
747,747,35.4011958168752,0.8465
865,865,35.45547587917446,0.847
510,510,35.47233341832697,0.8475
1688,1688,35.47445891362986,0.848
1333,1333,35.51563376434615,0.8485
978,978,35.61974880909759,0.849
406,406,35.62798433310181,0.8495
1566,1566,35.679908535645495,0.85
748,748,35.71991460809943,0.8505
1102,1102,35.72035557179743,0.851
1455,1455,35.76344486044013,0.8515
1689,1689,35.76957095948637,0.852
1805,1805,35.80100720133214,0.8525
1334,1334,35.838778720903974,0.853
866,866,35.91929694893025,0.8535
979,979,35.930098958953806,0.854
1922,1922,35.997738877828056,0.8545
625,625,35.9984302241692,0.855
749,749,36.017297267288995,0.8555
1456,1456,36.01775190234855,0.856
1103,1103,36.01869820965368,0.8565
1806,1806,36.05493216324055,0.857
1690,1690,36.08386616884411,0.8575
1335,1335,36.13389076676049,0.858
980,980,36.253168802977996,0.8585
511,511,36.258120599663556,0.859
1217,1217,36.30189184107218,0.8595
626,626,36.32978853539342,0.86
750,750,36.3355568713132,0.8605
1104,1104,36.33913227767789,0.861
1923,1923,36.36443746980058,0.8615
867,867,36.37003151727208,0.862
1691,1691,36.37844842270067,0.8625
1336,1336,36.49392548673313,0.863
981,981,36.506131204886174,0.8635
1457,1457,36.52958624899907,0.864
1807,1807,36.563007111577804,0.8645
868,868,36.62433855918027,0.865
627,627,36.62829168524965,0.8655
751,751,36.63211723716944,0.866
1105,1105,36.63694512353413,0.8665
1924,1924,36.66361857165714,0.867
1692,1692,36.69128854939174,0.8675
1337,1337,36.74277699797494,0.868
1218,1218,36.752529766284056,0.8685
1567,1567,36.780937923446004,0.869
982,982,36.92061982480652,0.8695
752,752,36.950255241193645,0.87
1106,1106,36.95717759155832,0.8705
1925,1925,36.982337362881594,0.871
628,628,36.99591411722193,0.8715
1219,1219,37.00683680819225,0.872
1808,1808,37.01372185842831,0.8725
1458,1458,37.028044969990106,0.873
1568,1568,37.035494309354476,0.8735
512,512,37.07450359911624,0.874
1338,1338,37.10278857128071,0.8745
869,869,37.13245616290783,0.875
1107,1107,37.20849608946651,0.8755
1926,1926,37.23384875679005,0.876
753,753,37.246723447049874,0.8765
629,629,37.24820285513013,0.877
1809,1809,37.26802890033673,0.8775
1459,1459,37.28247207589857,0.878
1339,1339,37.35137960252246,0.8785
1693,1693,37.44424135472923,0.879
1220,1220,37.51479069474374,0.8795
1927,1927,37.55225791601447,0.88
754,754,37.562886923074075,0.8805
630,630,37.567973755154384,0.881
1108,1108,37.571151993438775,0.8815
983,983,37.61995581546137,0.882
1569,1569,37.683041724604436,0.8825
1694,1694,37.75555171075371,0.883
1810,1810,37.776286510516684,0.8835
513,513,37.781011848504875,0.884
1460,1460,37.79521844906321,0.8845
1928,1928,37.80335881392284,0.885
755,755,37.81163172498225,0.8855
631,631,37.8188631970626,0.886
1109,1109,37.82095225896609,0.8865
1570,1570,37.937695006512854,0.887
1221,1221,37.966199597378704,0.8875
984,984,37.98535168743359,0.888
1695,1695,38.00262265666208,0.8885
870,870,38.04397930694779,0.889
514,514,38.09246121252909,0.8895
1340,1340,38.12274938469454,0.89
756,756,38.12616688862556,0.8905
632,632,38.137028209086765,0.891
1110,1110,38.137216574609454,0.8915
1929,1929,38.16775723309536,0.892
1571,1571,38.19178931242129,0.8925
1222,1222,38.22056831090606,0.893
985,985,38.23644772134179,0.8935
1461,1461,38.29557760751868,0.894
871,871,38.29834802047509,0.8945
1696,1696,38.3596426048249,0.895
757,757,38.37485329815286,0.8955
515,515,38.385066122385325,0.896
1341,1341,38.41616026788438,0.8965
1930,1930,38.41908863462265,0.897
1811,1811,38.49040184257228,0.8975
1572,1572,38.515743380445656,0.898
1462,1462,38.550122193046036,0.8985
986,986,38.55492530936601,0.899
1697,1697,38.606683275685555,0.8995
1931,1931,38.66785235614998,0.9
1342,1342,38.68104000167489,0.9005
516,516,38.69233901707619,0.901
758,758,38.735028787649014,0.9015
987,987,38.76033896637381,0.902
872,872,38.76159294464645,0.9025
1573,1573,38.768431453972994,0.903
1463,1463,38.80402882657336,0.9035
1111,1111,38.84479200266503,0.904
633,633,38.893389014423434,0.9045
1812,1812,38.9068386043632,0.905
1698,1698,38.91734247132888,0.9055
517,517,38.93759244831773,0.906
873,873,38.96505797232095,0.9065
1343,1343,38.974587729054974,0.907
1574,1574,39.09015151361632,0.9075
1112,1112,39.109871160455555,0.908
1699,1699,39.11696391500334,0.9085
1464,1464,39.11884303021657,0.909
988,988,39.12504033107001,0.9095
1223,1223,39.125272563198905,0.91
1344,1344,39.17543490072944,0.9105
634,634,39.21105813006673,0.911
518,518,39.24430335596108,0.9115
1465,1465,39.320127833890865,0.912
1224,1224,39.32873759087346,0.9125
1575,1575,39.34340009914365,0.913
1813,1813,39.35194043155241,0.9135
1113,1113,39.35289535131625,0.914
1700,1700,39.355002260530455,0.9145
989,989,39.37818203659731,0.915
635,635,39.41585469907457,0.9155
759,759,39.41657024850235,0.916
874,874,39.416633846085574,0.9165
1932,1932,39.439004282321434,0.917
519,519,39.4914583734884,0.9175
1345,1345,39.53151400622562,0.918
1576,1576,39.549840614818095,0.9185
1814,1814,39.55540545922679,0.919
990,990,39.581397208271824,0.9195
1466,1466,39.63518498153394,0.92
1701,1701,39.65606849617359,0.9205
1114,1114,39.66012368615958,0.921
636,636,39.6660845326019,0.9215
1933,1933,39.68121849984857,0.922
760,760,39.72185682334572,0.9225
1346,1346,39.72547004189994,0.923
1225,1225,39.72912394178479,0.9235
520,520,39.736149263015704,0.924
1577,1577,39.86485475446125,0.9245
1467,1467,39.880882964394345,0.925
991,991,39.89047957191519,0.9255
1702,1702,39.89429756170068,0.926
1115,1115,39.9033514076869,0.9265
761,761,39.92001842702024,0.927
637,637,39.98271241944522,0.9275
1934,1934,39.988797375491686,0.928
875,875,39.98921974150369,0.9285
1347,1347,40.02626432020975,0.929
521,521,40.04132882132569,0.9295
1116,1116,40.09769157570423,0.93
1578,1578,40.11091139332166,0.9305
992,992,40.133367026775886,0.931
1703,1703,40.14992327949108,0.9315
762,762,40.159988932547606,0.932
1815,1815,40.1864628243236,0.9325
1935,1935,40.186964739166,0.933
1226,1226,40.209754495733705,0.9335
638,638,40.22443882897247,0.934
1348,1348,40.265053897736834,0.9345
