,Request Id,request_scheduling_delay,cdf
825,825,125.6305998229418,0.4185
823,823,125.6473241254566,0.419
822,822,126.09020517763523,0.4195
820,820,126.23780324131542,0.42
819,819,126.251452958833,0.4205
821,821,126.2688003755261,0.421
818,818,126.35068972192511,0.4215
816,816,126.4182136695031,0.422
817,817,126.44022063529721,0.4225
815,815,126.85429159354385,0.423
814,814,127.1139155732669,0.4235
813,813,127.28966232082385,0.424
811,811,127.3002826611596,0.4245
810,810,127.33229578029568,0.425
812,812,127.34091611414817,0.4255
809,809,127.68388974267341,0.426
808,808,128.3560930385114,0.4265
807,807,128.54731444987797,0.427
806,806,128.746819417087,0.4275
805,805,129.0556445067618,0.428
803,803,129.1141800987412,0.4285
804,804,129.21331975019524,0.429
802,802,129.49585974369336,0.4295
801,801,129.90349134687025,0.43
798,798,130.09044359727872,0.4305
799,799,130.15295215866672,0.431
800,800,130.1674150948762,0.4315
796,796,130.20704089066774,0.432
797,797,130.22736303214168,0.4325
795,795,130.4039469566504,0.433
794,794,130.81604620829046,0.4335
793,793,131.41260363013006,0.434
790,790,131.63526353966066,0.4345
791,791,131.6569340026185,0.435
792,792,131.6666926031498,0.4355
789,789,132.1837425221682,0.436
788,788,132.91637164415928,0.4365
787,787,133.11498585426204,0.437
786,786,133.58454267958683,0.4375
785,785,133.81299612371686,0.438
783,783,133.97216638562722,0.4385
784,784,134.01304681173153,0.439
782,782,134.2219809697899,0.4395
781,781,134.48159337802025,0.44
780,780,134.51622488984276,0.4405
779,779,134.69450039927287,0.441
1003,1003,134.74149710917825,0.4415
778,778,135.04144606043164,0.442
777,777,135.1254938863634,0.4425
1002,1002,135.2882681235368,0.443
776,776,135.45696844400908,0.4435
1001,1001,135.91070371984614,0.444
1000,1000,135.9405510938206,0.4445
999,999,136.09139077172347,0.445
998,998,136.12169012052954,0.4455
997,997,136.28132313170224,0.446
996,996,136.31783568553809,0.4465
995,995,136.68067628830673,0.447
994,994,136.73661306415627,0.4475
992,992,137.12234425823158,0.448
993,993,137.17492850204658,0.4485
991,991,137.39981646998564,0.449
988,988,137.47163061510986,0.4495
989,989,137.53339510801214,0.45
990,990,137.5843572203763,0.4505
985,985,137.93659810353776,0.451
987,987,137.95022194455578,0.4515
986,986,138.02600259016452,0.452
983,983,138.5567740452827,0.4525
984,984,138.56956997540038,0.453
982,982,138.93068470516224,0.4535
979,979,138.9774445820624,0.454
980,980,139.0363917569691,0.4545
981,981,139.06717056288153,0.455
978,978,139.1837835537941,0.4555
977,977,139.31692988236614,0.456
976,976,139.36369530962168,0.4565
975,975,139.43809450836594,0.457
974,974,139.66529418242467,0.4575
973,973,140.1388910712098,0.458
972,972,140.19997513437275,0.4585
971,971,140.2764959749534,0.459
970,970,141.11536232659256,0.4595
967,967,141.26866120044974,0.46
968,968,141.3702280469136,0.4605
969,969,141.42223974712056,0.461
966,966,142.4933661725868,0.4615
965,965,142.5385921146922,0.462
964,964,142.6350180844676,0.4625
963,963,142.99903838245703,0.463
962,962,143.25985142171314,0.4635
961,961,143.29571098765086,0.464
960,960,143.38874532568852,0.4645
959,959,143.47986018527303,0.465
958,958,143.54010075355743,0.4655
955,955,143.6538119346728,0.466
956,956,143.67145656041805,0.4665
957,957,143.6997298636539,0.467
954,954,143.80822622084733,0.4675
953,953,143.94806309714477,0.468
952,952,144.03916449896766,0.4685
950,950,144.24889403712953,0.469
951,951,144.28541103624832,0.4695
948,948,144.48801915297585,0.47
949,949,144.54164564303198,0.4705
947,947,144.6233906764653,0.471
946,946,144.7630086388294,0.4715
941,941,144.8062858533741,0.472
944,944,144.8618831955869,0.4725
943,943,144.86482603461832,0.473
945,945,144.87909884379334,0.4735
942,942,144.89303932195577,0.474
940,940,145.05231247599227,0.4745
937,937,145.10137383040302,0.475
939,939,145.16870328373827,0.4755
938,938,145.2016259224712,0.476
936,936,145.30901052853383,0.4765
935,935,145.57228909879242,0.477
931,931,146.23165006009378,0.4775
933,933,146.23613888503252,0.478
932,932,146.25060997364616,0.4785
934,934,146.28427833786228,0.479
930,930,146.45095155069316,0.4795
929,929,146.5177792629139,0.48
927,927,147.02147860371346,0.4805
928,928,147.02977441377482,0.481
926,926,147.17406232093472,0.4815
922,922,147.39304090266126,0.482
925,925,147.3936648587893,0.4825
923,923,147.3973290380778,0.483
924,924,147.41047418237525,0.4835
921,921,147.80913718841632,0.484
920,920,147.8629823457701,0.4845
919,919,148.93524137912456,0.485
1127,1127,149.8531443492992,0.4855
1129,1129,149.88688285357898,0.486
918,918,149.8959866319949,0.4865
1128,1128,149.91808406096573,0.487
1125,1125,149.9918869280972,0.4875
1126,1126,150.03873746395755,0.488
917,917,150.04543033612543,0.4885
1124,1124,150.09777449418795,0.489
1123,1123,150.1210254022476,0.4895
1120,1120,150.13633671167133,0.49
1121,1121,150.14951656917077,0.4905
1122,1122,150.2312609359393,0.491
916,916,150.44889698261363,0.4915
1119,1119,150.97328321449282,0.492
915,915,151.20787426859445,0.4925
914,914,151.31925919935748,0.493
1118,1118,151.49228551747234,0.4935
1117,1117,151.49594042042435,0.494
1116,1116,151.558070068203,0.4945
1108,1108,151.70162182632458,0.495
1114,1114,151.71544899649876,0.4955
1115,1115,151.7255487932626,0.496
1109,1109,151.72588262063596,0.4965
1110,1110,151.7840807676368,0.497
1113,1113,151.78645577912152,0.4975
1111,1111,151.79187949373352,0.498
1112,1112,151.8161595434649,0.4985
1106,1106,151.87513453109977,0.499
1107,1107,151.8933342801925,0.4995
1105,1105,152.06806691921435,0.5
1104,1104,152.24923697151382,0.5005
1103,1103,152.40022780908225,0.501
1102,1102,152.48206901991716,0.5015
1101,1101,152.53163556461283,0.502
911,911,152.64338876355592,0.5025
912,912,152.65470699480582,0.503
913,913,152.72621833327446,0.5035
910,910,153.27214164375036,0.504
908,908,153.36229711061665,0.5045
909,909,153.4021986086888,0.505
907,907,153.4981898563538,0.5055
1099,1099,153.5861986540537,0.506
1098,1098,153.59351611080433,0.5065
1100,1100,153.63849732334,0.507
1097,1097,153.9003562832391,0.5075
1095,1095,154.19081026733238,0.508
906,906,154.26755899746092,0.5085
1096,1096,154.29636529732818,0.509
1094,1094,154.3046926648147,0.5095
905,905,154.368399802976,0.51
904,904,154.99000999909686,0.5105
1093,1093,155.3009986763384,0.511
901,901,155.42840817877234,0.5115
902,902,155.4649682976389,0.512
900,900,155.4980841925665,0.5125
903,903,155.52654765653506,0.513
1092,1092,155.59381867812442,0.5135
899,899,155.62533574813523,0.514
898,898,155.83949756366758,0.5145
896,896,155.96961253712024,0.515
897,897,155.99766150505928,0.5155
1091,1091,156.10110983146325,0.516
1089,1089,156.41635797156158,0.5165
1090,1090,156.43146605594876,0.517
1088,1088,156.48343483015617,0.5175
894,894,156.50415131919112,0.518
893,893,156.5136265938162,0.5185
892,892,156.55500162140203,0.519
891,891,156.57418517561257,0.5195
895,895,156.57838573221824,0.52
1087,1087,156.7128271288487,0.5205
890,890,156.8515486126334,0.521
889,889,157.21157965009067,0.5215
887,887,157.22967590516672,0.522
888,888,157.26436661226325,0.5225
1086,1086,157.46740106442445,0.523
886,886,157.4921315478664,0.5235
885,885,157.53294224442374,0.524
1085,1085,158.06777455977016,0.5245
1084,1084,158.1555759470396,0.525
1082,1082,158.69730082781643,0.5255
1083,1083,158.74559940702432,0.526
1081,1081,159.1245983373555,0.5265
1080,1080,159.1246415166965,0.527
1079,1079,159.2530384925795,0.5275
1078,1078,159.62318956261606,0.528
1075,1075,159.94791544631562,0.5285
1077,1077,159.9480931137271,0.529
1073,1073,160.05725571704005,0.5295
1076,1076,160.06254580133185,0.53
1074,1074,160.09092090156952,0.5305
1072,1072,160.42938330155727,0.531
1071,1071,160.84252891029092,0.5315
1070,1070,160.84868387274173,0.532
1069,1069,160.99866951154934,0.5325
1068,1068,161.00033654831998,0.533
1067,1067,161.0210619557144,0.5335
1064,1064,161.04751563041503,0.534
1065,1065,161.1334835327798,0.5345
1066,1066,161.15073797330234,0.535
1063,1063,161.40134906862795,0.5355
1062,1062,161.7643895688393,0.536
1061,1061,162.5996927742102,0.5365
1060,1060,162.73247051159245,0.537
1059,1059,162.8771437304618,0.5375
1058,1058,162.98817754837938,0.538
1057,1057,163.11573702431627,0.5385
1056,1056,163.30086333111853,0.539
1055,1055,163.42166272787682,0.5395
1054,1054,163.6730084420601,0.54
1053,1053,164.024499514173,0.5405
1052,1052,164.33128747093718,0.541
1050,1050,164.95704921114208,0.5415
1051,1051,165.00292086340522,0.542
1049,1049,165.15725060913002,0.5425
1048,1048,165.66986380512702,0.543
1047,1047,165.93473891165917,0.5435
1046,1046,166.27700233574285,0.544
1045,1045,166.39126624812667,0.5445
1044,1044,167.13279272744455,0.545
1043,1043,167.1539901114461,0.5455
1042,1042,167.36682545824704,0.546
1041,1041,167.7617241682538,0.5465
1040,1040,167.80818901374698,0.547
1039,1039,167.8350668031099,0.5475
1037,1037,168.448180943421,0.548
1038,1038,168.4630802895182,0.5485
1036,1036,168.6001712909801,0.549
1035,1035,168.6606237904386,0.5495
1034,1034,169.0084790437906,0.55
1033,1033,169.94913341959136,0.5505
1032,1032,170.06543393899778,0.551
1031,1031,170.08551682435615,0.5515
1030,1030,170.2198572573309,0.552
1029,1029,170.48088042939514,0.5525
1028,1028,171.04183234583655,0.553
1027,1027,171.2183103956608,0.5535
1025,1025,171.29691433756466,0.554
1026,1026,171.32381692252858,0.5545
1024,1024,171.8725216336669,0.555
1023,1023,172.60211151156204,0.5555
1022,1022,173.0540608013206,0.556
1021,1021,173.2011968344372,0.5565
1020,1020,173.50164965504842,0.557
1019,1019,173.90025486719338,0.5575
1016,1016,174.08133582562317,0.558
1017,1017,174.1159537096438,0.5585
1018,1018,174.1216374713906,0.559
1013,1013,174.5746712409341,0.5595
1014,1014,174.598907389568,0.56
1015,1015,174.66030696425673,0.5605
1012,1012,175.37334841103592,0.561
1011,1011,175.92834080945988,0.5615
1010,1010,176.17495838380415,0.562
1009,1009,176.5266117351498,0.5625
1007,1007,176.79605616902728,0.563
1008,1008,176.81741037360652,0.5635
1006,1006,176.8298923384904,0.564
1005,1005,177.04550772850683,0.5645
1004,1004,177.81728752758457,0.565
1230,1230,177.96083187017092,0.5655
1231,1231,177.9780005277487,0.566
1229,1229,179.71914498970676,0.5665
1227,1227,179.90747419079798,0.567
1224,1224,179.91909252418156,0.5675
1225,1225,179.92937127661975,0.568
1228,1228,179.94264220025428,0.5685
1226,1226,179.98078997306635,0.569
1222,1222,180.1975073072535,0.5695
1223,1223,180.23008790733007,0.57
1221,1221,180.43621224912448,0.5705
1217,1217,180.50267846006358,0.571
1220,1220,180.526661124935,0.5715
1219,1219,180.59507151664894,0.572
1216,1216,180.60840756153476,0.5725
1218,1218,180.61938710859658,0.573
1215,1215,180.68009533141532,0.5735
1214,1214,180.7264541092568,0.574
1212,1212,181.40612351357487,0.5745
1211,1211,181.455349893199,0.575
1209,1209,181.4560133256337,0.5755
1213,1213,181.49396849768783,0.576
1210,1210,181.54264689450378,0.5765
1208,1208,181.5963405108447,0.577
1207,1207,181.73077855167065,0.5775
1206,1206,181.92111650568103,0.578
1205,1205,181.9797652762424,0.5785
1204,1204,181.99078668178072,0.579
1201,1201,182.16431757745949,0.5795
1203,1203,182.22432535349668,0.58
1202,1202,182.25280529067732,0.5805
1200,1200,182.34056710334914,0.581
1199,1199,182.5836831568518,0.5815
1198,1198,182.699409849088,0.582
1197,1197,182.7439638792174,0.5825
1196,1196,182.9170991509945,0.583
1195,1195,183.04745346206624,0.5835
1191,1191,183.46420393170422,0.584
1194,1194,183.48138993987908,0.5845
1192,1192,183.4992449863729,0.585
1193,1193,183.5714035386079,0.5855
1186,1186,183.69027007512375,0.586
1189,1189,183.74989991606498,0.5865
1187,1187,183.80487843957349,0.587
1188,1188,183.8117022859493,0.5875
1190,1190,183.8152443597965,0.588
1185,1185,183.8852588755065,0.5885
1184,1184,183.9544026657544,0.589
1180,1180,184.60648318522584,0.5895
1182,1182,184.61240758036644,0.59
1181,1181,184.62213058009252,0.5905
1183,1183,184.6287743035238,0.591
1178,1178,184.7192744363589,0.5915
1179,1179,184.74817306618291,0.592
1177,1177,184.74861311411166,0.5925
1176,1176,184.92785112703666,0.593
1174,1174,185.03016742697406,0.5935
1175,1175,185.0308424777969,0.594
1173,1173,185.06447430166116,0.5945
1172,1172,185.65310807315677,0.595
1170,1170,186.380628690557,0.5955
1171,1171,186.41106764846842,0.596
1169,1169,186.4278146894398,0.5965
1168,1168,186.5337909155025,0.597
1167,1167,186.60064106039295,0.5975
1166,1166,186.75736036572403,0.598
1164,1164,186.84212789613974,0.5985
1165,1165,186.88238145846566,0.599
1163,1163,186.9263373700632,0.5995
1162,1162,187.21898725836542,0.6
1160,1160,187.34292125657902,0.6005
1159,1159,187.39679124942387,0.601
1161,1161,187.44479582406672,0.6015
1158,1158,187.70732175268046,0.602
1157,1157,187.9052844632484,0.6025
1156,1156,188.41224260231832,0.603
1155,1155,188.6916441822483,0.6035
1154,1154,188.9308875356014,0.604
1153,1153,189.05267616436413,0.6045
1151,1151,189.0647977771713,0.605
1152,1152,189.15909115678193,0.6055
1150,1150,189.32314118656717,0.606
1149,1149,189.33692706730534,0.6065
1148,1148,189.45418143850299,0.607
1147,1147,189.79498464286735,0.6075
1146,1146,189.9773545080988,0.608
1145,1145,190.06593976702595,0.6085
1144,1144,190.1635140912091,0.609
1143,1143,190.30577653843847,0.6095
1142,1142,190.44522924384705,0.61
1141,1141,190.53647829168557,0.6105
1140,1140,190.6038423394075,0.611
1139,1139,190.66454135430644,0.6115
1138,1138,190.82171914397156,0.612
1137,1137,191.05939985118346,0.6125
1135,1135,191.84220219223147,0.613
1136,1136,191.86640375728655,0.6135
1133,1133,192.49724401963385,0.614
1134,1134,192.51930677552912,0.6145
1132,1132,192.92875047953964,0.615
1131,1131,192.96839690321445,0.6155
1130,1130,193.25411659242224,0.616
1361,1361,200.93328229663877,0.6165
1362,1362,200.9438336494115,0.617
1359,1359,200.94866960390857,0.6175
1360,1360,200.98836198323482,0.618
1358,1358,201.14793779159686,0.6185
1357,1357,201.18519978638494,0.619
1356,1356,201.40337880264156,0.6195
1355,1355,201.54478535340604,0.62
1350,1350,202.0040779182263,0.6205
1351,1351,202.0582732158557,0.621
1354,1354,202.09443993428863,0.6215
1352,1352,202.10651429930533,0.622
1353,1353,202.15551652337325,0.6225
1349,1349,202.1578551044957,0.623
1348,1348,202.1711125146009,0.6235
1345,1345,202.21336177984574,0.624
1347,1347,202.26099559293664,0.6245
1346,1346,202.31254173585097,0.625
1342,1342,202.37321659832082,0.6255
1343,1343,202.42526799418084,0.626
1344,1344,202.46502422442524,0.6265
1341,1341,202.7975588771966,0.627
1339,1339,203.10353985320228,0.6275
1340,1340,203.11794459605682,0.628
1338,1338,203.36615119879963,0.6285
1337,1337,204.07100265440516,0.629
1335,1335,204.2260903352468,0.6295
1336,1336,204.25379051710263,0.63
1334,1334,204.50441841356195,0.6305
1331,1331,204.5977671206697,0.631
1333,1333,204.6197349317439,0.6315
1332,1332,204.70242191233143,0.632
1329,1329,204.82281513004204,0.6325
1330,1330,204.8656351761046,0.633
1328,1328,205.15310514971173,0.6335
1327,1327,205.21747886824744,0.634
1326,1326,205.5697477762098,0.6345
1325,1325,205.62939880213185,0.635
1324,1324,205.65084596490834,0.6355
1323,1323,205.72352419473907,0.636
1322,1322,205.9664709536455,0.6365
1317,1317,205.99438513340596,0.637
1321,1321,206.08046577235802,0.6375
1319,1319,206.09354628125539,0.638
1318,1318,206.1097449058808,0.6385
1320,1320,206.13751258196737,0.639
1316,1316,206.7072333155947,0.6395
1315,1315,206.93485073525238,0.64
1313,1313,207.00258639208522,0.6405
1314,1314,207.02606770307005,0.641
1312,1312,208.02689645551305,0.6415
1311,1311,208.09681889508113,0.642
1310,1310,208.21151971782882,0.6425
1309,1309,208.32386816613126,0.643
1307,1307,208.8063986442254,0.6435
1308,1308,208.83521926073,0.644
1306,1306,208.92634641995562,0.6445
1305,1305,208.95765041657688,0.645
1304,1304,209.31276071303023,0.6455
1303,1303,209.6328210345677,0.646
1300,1300,209.69188034985655,0.6465
1301,1301,209.76842888650026,0.647
1302,1302,209.8044675444848,0.6475
1299,1299,210.46091217547877,0.648
1297,1297,210.53947609183444,0.6485
1298,1298,210.62675940784584,0.649
1296,1296,210.97499193641335,0.6495
1295,1295,211.05153272725101,0.65
1290,1290,211.1836440780309,0.6505
1291,1291,211.2041612085182,0.651
1292,1292,211.22129415351435,0.6515
1294,1294,211.24229380697392,0.652
1293,1293,211.27479364677225,0.6525
1289,1289,211.4429689168383,0.653
1285,1285,211.87752094358808,0.6535
1287,1287,211.8919037940487,0.654
1288,1288,211.9199998864696,0.6545
1286,1286,211.954996948906,0.655
1284,1284,212.92957139097945,0.6555
1283,1283,213.16983860837445,0.656
1280,1280,213.26121227598793,0.6565
1281,1281,213.3178505545672,0.657
1282,1282,213.39705979342102,0.6575
1279,1279,213.47077454229492,0.658
1278,1278,213.71414266641818,0.6585
1277,1277,213.72201949347954,0.659
1270,1270,214.12527054232174,0.6595
1271,1271,214.18525220842355,0.66
1272,1272,214.18674384488787,0.6605
1276,1276,214.24912967032947,0.661
1275,1275,214.26317696619617,0.6615
1273,1273,214.2691489652217,0.662
1274,1274,214.28487128465525,0.6625
1267,1267,214.5507399630156,0.663
1269,1269,214.5518091877194,0.6635
1268,1268,214.58434520489664,0.664
1266,1266,214.7775316880933,0.6645
1265,1265,214.8829511641315,0.665
1264,1264,214.97574036558507,0.6655
1260,1260,215.24378412528813,0.666
1261,1261,215.35171444475606,0.6665
1262,1262,215.3525834189531,0.667
1263,1263,215.35477265894895,0.6675
1259,1259,215.45501933738296,0.668
1258,1258,215.72175190565622,0.6685
1256,1256,216.00204181625548,0.669
1257,1257,216.0318808358441,0.6695
1253,1253,216.0323729627181,0.67
1255,1255,216.0536408042655,0.6705
1254,1254,216.07172790468462,0.671
1252,1252,216.21897221539933,0.6715
1251,1251,216.22426702486166,0.672
1250,1250,216.37619082770777,0.6725
1249,1249,216.59240393472356,0.673
1246,1246,216.8744207951296,0.6735
1247,1247,216.90613328676693,0.674
1248,1248,216.96676945576377,0.6745
1245,1245,218.03153642955908,0.675
1243,1243,218.24295024476578,0.6755
1244,1244,218.35040870148953,0.676
1242,1242,219.2341073042072,0.6765
1241,1241,219.24466017135336,0.677
1240,1240,219.48145356041374,0.6775
1239,1239,219.53984963534901,0.678
1236,1236,219.54171204957242,0.6785
1237,1237,219.57156460802156,0.679
1238,1238,219.58081621291922,0.6795
1235,1235,219.6542062059151,0.68
1234,1234,219.69310552983592,0.6805
1233,1233,220.04024320961173,0.681
1232,1232,220.34452760287832,0.6815
1475,1475,223.90221285048915,0.682
1474,1474,224.7090896651966,0.6825
1473,1473,224.85175424015904,0.683
1471,1471,225.10844657771918,0.6835
1470,1470,225.1387461838101,0.684
1472,1472,225.18461900063886,0.6845
1468,1468,225.2018820806024,0.685
1469,1469,225.20424979895495,0.6855
1467,1467,225.63453460410688,0.686
1466,1466,225.88743984993596,0.6865
1464,1464,226.02671628627803,0.687
1465,1465,226.0483160323705,0.6875
1462,1462,226.5103002529563,0.688
1463,1463,226.5945501387332,0.6885
1461,1461,227.07574261661392,0.689
1460,1460,227.14315812778904,0.6895
1459,1459,227.14992654256883,0.69
1458,1458,227.25840266978935,0.6905
1457,1457,227.30846915170116,0.691
1456,1456,228.3544937158054,0.6915
1455,1455,228.44230542285214,0.692
1453,1453,229.06659915236395,0.6925
1454,1454,229.11982045946257,0.693
1452,1452,229.2463159324135,0.6935
1451,1451,229.41093947798225,0.694
1450,1450,229.75817245053764,0.6945
1449,1449,229.80822264139715,0.695
1448,1448,230.21637029873386,0.6955
1447,1447,231.5031457814215,0.696
1444,1444,231.99165390598336,0.6965
1445,1445,232.02470319648165,0.697
1446,1446,232.06634023737735,0.6975
1443,1443,233.89120918293116,0.698
1441,1441,233.91581117113202,0.6985
1442,1442,233.96021705063765,0.699
1439,1439,234.39736346938975,0.6995
1440,1440,234.42071316428814,0.7
1438,1438,234.46047387834273,0.7005
1437,1437,235.00944588495508,0.701
1436,1436,235.08657944294714,0.7015
1435,1435,235.40748090788247,0.702
1434,1434,235.683885839945,0.7025
1433,1433,235.87339927135127,0.703
1427,1427,236.20337692290622,0.7035
1426,1426,236.22680855264753,0.704
1430,1430,236.22805554541793,0.7045
1425,1425,236.2282676877315,0.705
1431,1431,236.27142115156323,0.7055
1429,1429,236.3017007844452,0.706
1428,1428,236.31233120592185,0.7065
1432,1432,236.35368930834215,0.707
1424,1424,236.3990420876114,0.7075
1423,1423,236.4664827366767,0.708
1422,1422,236.62147812111385,0.7085
1421,1421,236.66000325662458,0.709
1420,1420,236.70309810839188,0.7095
1417,1417,237.22464916114217,0.71
1419,1419,237.23421234858023,0.7105
1418,1418,237.32252605694202,0.711
1416,1416,237.58639078017666,0.7115
1415,1415,237.7472059838558,0.712
1414,1414,237.8817375031963,0.7125
1413,1413,238.25950137305875,0.713
1411,1411,239.1619814340222,0.7135
1412,1412,239.21564033993315,0.714
1410,1410,239.4565362473656,0.7145
1409,1409,239.47278043892874,0.715
1406,1406,239.48220366104437,0.7155
1407,1407,239.51903919683673,0.716
1402,1402,239.55871559656708,0.7165
1408,1408,239.56757280203226,0.717
1405,1405,239.6071833749935,0.7175
1404,1404,239.62142729007678,0.718
1403,1403,239.66292195988405,0.7185
1398,1398,239.89144576593503,0.719
1400,1400,239.92664077071652,0.7195
1401,1401,239.9400815617812,0.72
1399,1399,239.94687269178684,0.7205
1397,1397,240.02779220438293,0.721
1395,1395,240.1159872631685,0.7215
1396,1396,240.12929280397316,0.722
1393,1393,240.34627908556143,0.7225
1392,1392,240.38710787171425,0.723
1394,1394,240.43823582296665,0.7235
1391,1391,240.63420336571858,0.724
1385,1385,240.6356315511606,0.7245
1386,1386,240.6673187463091,0.725
1390,1390,240.67409730360288,0.7255
1387,1387,240.68511687323672,0.726
1389,1389,240.68638610190578,0.7265
1384,1384,240.6978032588123,0.727
1388,1388,240.71959004483375,0.7275
1383,1383,240.77359516475826,0.728
1382,1382,241.3558689827197,0.7285
1378,1378,241.56230221198592,0.729
1380,1380,241.57645971187225,0.7295
1379,1379,241.59099441770678,0.73
1381,1381,241.61399007891282,0.7305
1376,1376,241.8728772855074,0.731
1377,1377,241.92623162203347,0.7315
1375,1375,242.34339337207552,0.732
1374,1374,242.39604436029578,0.7325
1372,1372,242.43130650194672,0.733
1373,1373,242.47363214883217,0.7335
1371,1371,242.95252563983433,0.734
1370,1370,243.26762976164014,0.7345
1369,1369,243.43633030328743,0.735
1368,1368,243.62409204782233,0.7355
1366,1366,243.6613431028046,0.736
1363,1363,243.69171569957172,0.7365
1365,1365,243.70388672472365,0.737
1364,1364,243.73043583803303,0.7375
1367,1367,243.77425505675245,0.738
1584,1584,246.06682108143326,0.7385
1585,1585,246.07564707578365,0.739
1581,1581,246.41401407344154,0.7395
1582,1582,246.4452664119434,0.74
1583,1583,246.47118271492423,0.7405
1580,1580,246.5328744569689,0.741
1579,1579,246.91328810681267,0.7415
1577,1577,247.12374830297102,0.742
1578,1578,247.1889226797989,0.7425
1572,1572,247.23395803274218,0.743
1569,1569,247.24969183011092,0.7435
1570,1570,247.30662568998184,0.744
1576,1576,247.32100473913533,0.7445
1573,1573,247.33253809168957,0.745
1575,1575,247.3368662174596,0.7455
1571,1571,247.34090889167544,0.746
1574,1574,247.3588198068387,0.7465
1567,1567,247.76449275768744,0.747
1568,1568,247.8211293752704,0.7475
1566,1566,248.25298503227015,0.748
1563,1563,248.34835774677185,0.7485
1562,1562,248.39011337416764,0.749
1564,1564,248.4014290102777,0.7495
1565,1565,248.42464476341962,0.75
1561,1561,248.4600383527682,0.7505
1559,1559,248.49179911965018,0.751
1560,1560,248.52715407034822,0.7515
1558,1558,249.07666240335374,0.752
1556,1556,249.2852805894488,0.7525
1557,1557,249.3072237391209,0.753
1555,1555,249.35836944567666,0.7535
1554,1554,249.47784515746326,0.754
1550,1550,249.90704878343513,0.7545
1553,1553,249.932311962006,0.755
1552,1552,249.95001528238203,0.7555
1551,1551,249.95206868714365,0.756
1549,1549,250.38659872748588,0.7565
1548,1548,250.77359998707402,0.757
1547,1547,252.18703198062542,0.7575
1545,1545,253.1461204814206,0.758
1546,1546,253.17416962610446,0.7585
1542,1542,253.87430265280045,0.759
1543,1543,253.90347713315577,0.7595
1544,1544,253.9796004429345,0.76
1541,1541,254.09576325891595,0.7605
1540,1540,254.61049250545238,0.761
1538,1538,254.76104523408543,0.7615
1539,1539,254.80145314669483,0.762
1537,1537,255.23325068419996,0.7625
1536,1536,255.61643453063704,0.763
1535,1535,255.69187014039397,0.7635
1534,1534,256.09090804600936,0.764
1533,1533,256.19335515974683,0.7645
1531,1531,256.29144242651483,0.765
1532,1532,256.32874463986997,0.7655
1529,1529,256.5395604801388,0.766
1530,1530,256.5800343338046,0.7665
1528,1528,256.63717562549317,0.767
1527,1527,256.7257090959028,0.7675
1526,1526,257.14934402748145,0.768
1525,1525,257.2875196752493,0.7685
1524,1524,257.4997982626772,0.769
1523,1523,257.56782830399567,0.7695
1520,1520,257.892672964765,0.77
1522,1522,257.91524432617314,0.7705
1521,1521,257.9438598125177,0.771
1518,1518,258.0358148809015,0.7715
1519,1519,258.06386661093006,0.772
1517,1517,258.09080066166763,0.7725
1514,1514,258.41489742205323,0.773
1515,1515,258.44706091645196,0.7735
1516,1516,258.4916782326108,0.774
1513,1513,258.6860598182679,0.7745
1508,1508,258.7947479628572,0.775
1509,1509,258.84407940353475,0.7755
1510,1510,258.9146484791242,0.776
1512,1512,258.92881040276086,0.7765
1511,1511,258.93005879357196,0.777
1506,1506,258.94159433767527,0.7775
1507,1507,258.97512152406335,0.778
1505,1505,259.02399771615694,0.7785
1503,1503,259.04465337374637,0.779
1502,1502,259.0811365433073,0.7795
1504,1504,259.08447949010764,0.78
1500,1500,259.4130648306994,0.7805
1501,1501,259.4883479348198,0.781
1499,1499,259.61711338046837,0.7815
1498,1498,259.7209256430237,0.782
1497,1497,259.8584384422187,0.7825
1496,1496,259.9074468368112,0.783
1491,1491,260.6539207870409,0.7835
1492,1492,260.6995906391911,0.784
1495,1495,260.7160182071281,0.7845
1493,1493,260.7449030274393,0.785
1494,1494,260.77730720511687,0.7855
1490,1490,261.1360252960262,0.786
1489,1489,261.38205852622826,0.7865
1488,1488,261.8602360091245,0.787
1487,1487,262.74426238928794,0.7875
1486,1486,263.0239324853943,0.788
1484,1484,263.650744427999,0.7885
1485,1485,263.65138854046285,0.789
1482,1482,264.09789442394316,0.7895
1483,1483,264.21901768980507,0.79
1481,1481,265.3250326169813,0.7905
1480,1480,266.00327105913436,0.791
1479,1479,266.2645754807861,0.7915
1476,1476,266.4079608950853,0.792
1477,1477,266.41084722172013,0.7925
1478,1478,266.4266606494176,0.793
1715,1715,267.78584450817135,0.7935
1714,1714,268.2034040717787,0.794
1713,1713,268.43901372543615,0.7945
1712,1712,268.71430837124274,0.795
1706,1706,268.7974911727277,0.7955
1707,1707,268.8306093304114,0.796
1704,1704,268.8381035420247,0.7965
1709,1709,268.856333742424,0.797
1705,1705,268.85736196103005,0.7975
1708,1708,268.88412157510055,0.798
1710,1710,268.94935225925815,0.7985
1711,1711,268.9993654091675,0.799
1703,1703,269.1697948823239,0.7995
1699,1699,269.31840426421974,0.8
1691,1691,269.3491258943994,0.8005
1700,1700,269.3687277927936,0.801
1701,1701,269.3700262363348,0.8015
1702,1702,269.38870049347537,0.802
1692,1692,269.38968646980004,0.8025
1693,1693,269.4131782592822,0.803
1694,1694,269.44496966224676,0.8035
1698,1698,269.5029723824962,0.804
1695,1695,269.5326730611201,0.8045
1690,1690,269.56023825857113,0.805
