,Request Id,request_e2e_time,cdf
950,950,194.19659822778775,0.424
951,951,194.22964450690654,0.4245
949,949,194.49362412702357,0.425
948,948,194.50053746308348,0.4255
947,947,194.58279660579024,0.426
946,946,194.72731952815437,0.4265
845,845,194.7422466747885,0.427
944,944,194.83582288491183,0.4275
943,943,194.8412947372766,0.428
941,941,194.8474605154817,0.4285
942,942,194.8722102219474,0.429
945,945,194.9056045992343,0.4295
940,940,195.04037847998381,0.43
937,937,195.1486707325106,0.4305
939,939,195.1574718797298,0.431
938,938,195.19098370246277,0.4315
936,936,195.29877216985872,0.432
846,846,195.33349724270352,0.4325
935,935,195.562504478784,0.433
847,847,196.0317951133233,0.4335
931,931,196.2161185174187,0.434
932,932,196.23681526297108,0.4345
934,934,196.27501545652055,0.435
933,933,196.28405607514014,0.4355
930,930,196.43420834935142,0.436
929,929,196.5563812636882,0.4365
848,848,196.68011255759353,0.437
927,927,196.99523804770504,0.4375
928,928,197.00585411376642,0.438
849,849,197.11990484608623,0.4385
926,926,197.1447133766596,0.439
922,922,197.3474982892052,0.4395
923,923,197.35445798088838,0.44
924,924,197.3711476201192,0.4405
925,925,197.4180879070302,0.441
850,850,197.66527814447744,0.4415
921,921,197.76332026669357,0.442
920,920,197.87182772483004,0.4425
851,851,198.10617944396606,0.443
852,852,198.82962052121394,0.4435
919,919,198.8768796787352,0.444
854,854,199.278539741491,0.4445
853,853,199.39999636273285,0.445
855,855,199.62584236802033,0.4455
918,918,199.83281277160552,0.446
917,917,199.98052285440275,0.4465
856,856,200.3143226992814,0.447
916,916,200.44207249500698,0.4475
954,954,200.4994653982972,0.448
857,857,200.72961684854263,0.4485
915,915,201.1349397895385,0.449
914,914,201.24175972830153,0.4495
858,858,201.33937751526386,0.45
859,859,201.47560771412924,0.4505
860,860,202.01539598565694,0.451
862,862,202.2838045708686,0.4515
861,861,202.28782592934238,0.452
863,863,202.53746715113894,0.4525
911,911,202.54992023863335,0.453
912,912,202.6291765786659,0.4535
913,913,202.6442229710185,0.454
864,864,202.9986715299603,0.4545
910,910,203.1753133961611,0.455
865,865,203.18892405052208,0.4555
908,908,203.2613173750274,0.456
909,909,203.3030595770995,0.4565
907,907,203.45511494954724,0.457
955,955,203.57317090307245,0.4575
866,866,203.6678907909035,0.458
867,867,204.11751772627437,0.4585
906,906,204.15415817387168,0.459
905,905,204.2512443553868,0.4595
868,868,204.46410728448964,0.46
904,904,204.868914508841,0.4605
869,869,204.92990591743566,0.461
901,901,205.29180037034504,0.4615
902,902,205.33455189126875,0.462
900,900,205.35723158688202,0.4625
903,903,205.46427431833808,0.463
899,899,205.54427280445248,0.4635
871,871,205.5655288810206,0.464
872,872,205.56946985757537,0.4645
870,870,205.6127784596323,0.465
898,898,205.68605556247837,0.4655
896,896,205.81005206400718,0.466
897,897,205.84027682714623,0.4665
873,873,205.88272383865748,0.467
874,874,206.33916845369615,0.4675
893,893,206.34251336123654,0.468
892,892,206.37980296162232,0.4685
891,891,206.39558717929953,0.469
894,894,206.40689045459413,0.4695
895,895,206.41791711190518,0.47
890,890,206.73381807123639,0.4705
877,877,206.74969237899202,0.471
875,875,206.76602512213515,0.4715
883,883,206.8349577002172,0.472
876,876,206.99337626058406,0.4725
878,878,207.0111558519433,0.473
889,889,207.02171028524432,0.4735
887,887,207.03432492112032,0.474
880,880,207.04437781553048,0.4745
879,879,207.06243834893687,0.475
888,888,207.07101764421685,0.4755
884,884,207.14937966309395,0.476
881,881,207.30900449799242,0.4765
885,885,207.33941542227308,0.477
886,886,207.361049669936,0.4775
882,882,207.4688865801994,0.478
956,956,207.49717967867002,0.4785
957,957,210.41643315616395,0.479
1064,1064,211.472331757,0.4795
958,958,211.56689225021975,0.48
1063,1063,211.65663848486486,0.4805
1062,1062,212.02052135307622,0.481
1061,1061,212.9131677125631,0.4815
1060,1060,212.9892089198293,0.482
1059,1059,213.13324713069863,0.4825
1058,1058,213.24485314061621,0.483
1057,1057,213.42724530666914,0.4835
1056,1056,213.5525439473554,0.484
1055,1055,213.6707590241137,0.4845
1054,1054,213.91956064229697,0.485
959,959,214.1082424795208,0.4855
1053,1053,214.3242982285259,0.486
1052,1052,214.57115743117407,0.4865
1050,1050,215.1873442487123,0.487
1051,1051,215.23797391697542,0.4875
1049,1049,215.38436145470024,0.488
960,960,215.48384303854428,0.4885
1048,1048,215.94745482881325,0.489
1047,1047,216.1487515385627,0.4895
1065,1065,216.3126981785299,0.49
1046,1046,216.4857624506464,0.4905
1045,1045,216.59214422024922,0.491
961,961,216.6907168741826,0.4915
1043,1043,217.33394969758763,0.492
1044,1044,217.37995292141642,0.4925
1042,1042,217.53962784027425,0.493
1041,1041,217.9268410581667,0.4935
1040,1040,217.96588875805986,0.494
1039,1039,218.0389285175388,0.4945
962,962,218.32362379684773,0.495
1037,1037,218.57439769040053,0.4955
1038,1038,218.59753369783107,0.496
1036,1036,218.7181849019596,0.4965
1035,1035,218.77176534808478,0.497
1034,1034,219.16749585155281,0.4975
1066,1066,219.48801103636634,0.498
963,963,220.0175687108788,0.4985
1033,1033,220.0373697719042,0.499
1032,1032,220.14547524064392,0.4995
1031,1031,220.15772759800228,0.5
1030,1030,220.28430715631032,0.5005
1029,1029,220.59320967449054,0.501
1067,1067,220.90022658074912,0.5015
964,964,221.0656045029456,0.502
1028,1028,221.08229184481598,0.5025
1027,1027,221.2479951319736,0.503
967,967,221.31138842723436,0.5035
1025,1025,221.3120193213441,0.504
965,965,221.32354111963113,0.5045
1026,1026,221.34626333564137,0.505
968,968,221.80344009565033,0.5055
966,966,221.89897210178165,0.506
1024,1024,221.93787717422902,0.5065
971,971,222.57925720236332,0.507
1023,1023,222.59237081000816,0.5075
1068,1068,222.77129277749037,0.508
969,969,222.7841706842471,0.5085
970,970,222.92306479803494,0.509
972,972,222.98945977977402,0.5095
1022,1022,223.03578444110002,0.51
1021,1021,223.17413122621662,0.5105
974,974,223.2626162489357,0.511
973,973,223.34567672552095,0.5115
1020,1020,223.46656408949445,0.512
975,975,223.82656031997286,0.5125
1019,1019,223.91777888775545,0.513
1016,1016,224.00635242540255,0.5135
1017,1017,224.05049978142318,0.514
1018,1018,224.06503228983667,0.5145
976,976,224.06650270834683,0.515
1069,1069,224.1924518437774,0.5155
977,977,224.32907492438022,0.516
1013,1013,224.46544881564682,0.5165
978,978,224.52127831771125,0.517
1014,1014,224.56593147413008,0.5175
1015,1015,224.57696722270282,0.518
979,979,224.6225556023628,0.5185
1070,1070,224.83572306309975,0.519
980,980,225.00243738924874,0.5195
1012,1012,225.25589247534862,0.52
981,981,225.2942663623577,0.5205
982,982,225.56991167712553,0.521
1071,1071,225.60193041646897,0.5215
1011,1011,225.8019772940392,0.522
985,985,225.80909375182765,0.5225
983,983,225.86873561793956,0.523
1010,1010,226.04121047249777,0.5235
984,984,226.0812471775546,0.524
986,986,226.11098641944835,0.5245
988,988,226.18803566086012,0.525
987,987,226.30579422750196,0.5255
1009,1009,226.4453857384928,0.526
989,989,226.45761926774105,0.5265
1007,1007,226.62736558465423,0.527
1072,1072,226.62815660241262,0.5275
1006,1006,226.65348732211734,0.528
1008,1008,226.65768916310017,0.5285
990,990,226.81984495399612,0.529
991,991,226.8397069716794,0.5295
1005,1005,226.86107277080043,0.53
992,992,226.87135995779084,0.5305
996,996,227.0946112346982,0.531
994,994,227.09511113340895,0.5315
995,995,227.1503557939259,0.532
993,993,227.18027129763354,0.5325
1003,1003,227.25990655632992,0.533
997,997,227.36590840339082,0.5335
998,998,227.40346681639102,0.534
1002,1002,227.54555126849056,0.5345
999,999,227.63716320956172,0.535
1000,1000,227.69000379217414,0.5355
1004,1004,227.7112920184346,0.536
1001,1001,228.01023811698218,0.5365
1073,1073,228.1246949348103,0.537
1074,1074,229.51429776658415,0.5375
1075,1075,230.04115590900204,0.538
1076,1076,231.33577493514804,0.5385
1077,1077,231.89258252391954,0.539
1078,1078,232.1852780730648,0.5395
1079,1079,232.43355943901986,0.54
1080,1080,232.93560971272666,0.5405
1082,1082,233.47146134900754,0.541
1081,1081,233.60762591335566,0.5415
1186,1186,234.36836803434034,0.542
1185,1185,234.5107281872738,0.5425
1184,1184,234.58335792952164,0.543
1083,1083,234.6081357104128,0.5435
1084,1084,234.74820000422875,0.544
1187,1187,234.75059566803674,0.5445
1085,1085,235.0987368492921,0.545
1180,1180,235.250645104993,0.5455
1182,1182,235.25065960146696,0.546
1181,1181,235.26285837719303,0.5465
1183,1183,235.321738321407,0.547
1178,1178,235.37130846279263,0.5475
1177,1177,235.40155861787872,0.548
1179,1179,235.45474476406605,0.5485
1087,1087,235.64019448998744,0.549
1176,1176,235.64057204091978,0.5495
1174,1174,235.6855679707411,0.55
1175,1175,235.68599047756396,0.5505
1086,1086,235.70382322755165,0.551
1173,1173,235.72001321342816,0.5515
1088,1088,235.7647642804638,0.552
1089,1089,236.04638560117684,0.5525
1172,1172,236.36690226703985,0.553
1092,1092,236.66839286841895,0.5535
1090,1090,236.70605970660455,0.554
1091,1091,236.86464226083126,0.5545
1094,1094,236.8728379137487,0.555
1093,1093,236.97579336864106,0.5555
1170,1170,237.03363985832408,0.556
1171,1171,237.06618352023548,0.5565
1169,1169,237.0785766412069,0.557
1168,1168,237.23968994138562,0.5575
1167,1167,237.24351296416006,0.558
1166,1166,237.3974994694911,0.5585
1095,1095,237.39944664481874,0.559
1165,1165,237.51972467956602,0.5595
1164,1164,237.53364716735615,0.56
1163,1163,237.550912868497,0.5605
1096,1096,237.70446392831138,0.561
1162,1162,237.83847731679919,0.5615
1101,1101,237.95239584891408,0.562
1159,1159,237.99421600652443,0.5625
1160,1160,238.0079624477956,0.563
1097,1097,238.04123869073584,0.5635
1161,1161,238.0590788211672,0.564
1098,1098,238.13862885694135,0.5645
1102,1102,238.17020171037012,0.565
1158,1158,238.29903551244774,0.5655
1188,1188,238.34142483282284,0.566
1099,1099,238.34731199596564,0.5665
1157,1157,238.49136203101568,0.567
1103,1103,238.4945970593849,0.5675
1104,1104,238.54931086201486,0.568
1100,1100,238.80830119846877,0.5685
1105,1105,238.82125862958782,0.569
1106,1106,238.83486606985701,0.5695
1156,1156,238.99167522959033,0.57
1107,1107,239.16482344547842,0.5705
1155,1155,239.31808036714108,0.571
1108,1108,239.33165664493862,0.5715
1154,1154,239.48529288241633,0.572
1153,1153,239.59812378104579,0.5725
1109,1109,239.60733537544093,0.573
1151,1151,239.6514049706737,0.5735
1152,1152,239.69681063266353,0.574
1150,1150,239.83821174999167,0.5745
1149,1149,239.84176582272983,0.575
1148,1148,239.9483035112608,0.5755
1110,1110,239.9765808939161,0.576
1147,1147,240.27879813962522,0.5765
1146,1146,240.50793579897265,0.577
1145,1145,240.52092751445048,0.5775
1144,1144,240.60951432930023,0.578
1111,1111,240.69896594793812,0.5785
1143,1143,240.74270234452962,0.579
1142,1142,240.8739309539382,0.5795
1112,1112,240.94106912160686,0.58
1140,1140,241.00429288149854,0.5805
1141,1141,241.0143305158927,0.581
1139,1139,241.05438236039748,0.5815
1113,1113,241.15493437228758,0.582
1138,1138,241.20158280606262,0.5825
1120,1120,241.36223038673023,0.583
1114,1114,241.4288693562126,0.5835
1137,1137,241.4313660732745,0.584
1115,1115,241.6355056137832,0.5845
1121,1121,241.66211208167033,0.585
1116,1116,241.72349461031314,0.5855
1122,1122,241.93741346957455,0.586
1117,1117,242.00266809907453,0.5865
1119,1119,242.00626308689198,0.587
1118,1118,242.14447474455682,0.5875
1123,1123,242.16194651902305,0.588
1135,1135,242.1895016623224,0.5885
1136,1136,242.2303853393775,0.589
1124,1124,242.28686758995502,0.5895
1125,1125,242.46988873821755,0.59
1126,1126,242.73561419731476,0.5905
1127,1127,242.793922859078,0.591
1133,1133,242.82261504172482,0.5915
1134,1134,242.85507254962005,0.592
1128,1128,243.02751387864936,0.5925
1132,1132,243.2442955922973,0.593
1131,1131,243.27685636141973,0.5935
1129,1129,243.31763774356472,0.594
1130,1130,243.6144998212768,0.5945
1189,1189,244.07736246991828,0.595
1190,1190,249.29458257957896,0.5955
1191,1191,250.47575769077093,0.596
1192,1192,252.40282486000547,0.5965
1193,1193,253.53052508494181,0.597
1194,1194,253.97346134660955,0.5975
1195,1195,254.91130821325902,0.598
1196,1196,255.3481776933611,0.5985
1197,1197,255.5742122455872,0.599
1198,1198,256.1396470970479,0.5995
1199,1199,256.58783045228483,0.6
1200,1200,257.383035184462,0.6005
1201,1201,257.9189886249221,0.601
1202,1202,258.47087700485235,0.6015
1203,1203,259.5895036248162,0.602
1300,1300,259.59968620087955,0.6025
1301,1301,259.6155023034072,0.603
1302,1302,259.6464709987251,0.6035
1299,1299,260.31474940038567,0.604
1303,1303,260.3430832853308,0.6045
1297,1297,260.4561397348574,0.605
1298,1298,260.4833904887528,0.6055
1296,1296,260.8401473693204,0.606
1295,1295,260.91844544015805,0.6065
1290,1290,261.05260181493776,0.607
1291,1291,261.0728091000918,0.6075
1292,1292,261.089504797088,0.608
1294,1294,261.1094483012143,0.6085
1293,1293,261.1980865591286,0.609
1204,1204,261.290700327382,0.6095
1289,1289,261.3665563251945,0.61
1287,1287,261.75422350428875,0.6105
1288,1288,261.7837789247097,0.611
1285,1285,261.79746117327744,0.6115
1286,1286,261.81859421647937,0.612
1205,1205,262.3088756491213,0.6125
1206,1206,262.51236767710617,0.613
1284,1284,262.7891025102862,0.6135
1207,1207,262.9314924471771,0.614
1283,1283,263.02724459792887,0.6145
1280,1280,263.114742541352,0.615
1208,1208,263.2249659982265,0.6155
1281,1281,263.23148645206624,0.616
1282,1282,263.25389605588975,0.6165
1279,1279,263.3222250539066,0.617
1278,1278,263.56316420736323,0.6175
1277,1277,263.62998004987384,0.618
1270,1270,263.95598683526686,0.6185
1271,1271,264.01680126936867,0.619
1209,1209,264.07891851943754,0.6195
1272,1272,264.08357937728243,0.62
1276,1276,264.0943588912745,0.6205
1275,1275,264.10583178714126,0.621
1273,1273,264.10991097550027,0.6215
1274,1274,264.12619281493375,0.622
1267,1267,264.37689470929405,0.6225
1269,1269,264.3816588033312,0.623
1210,1210,264.40548686548004,0.6235
1268,1268,264.47329946795776,0.624
1266,1266,264.6018292823718,0.6245
1265,1265,264.70361034774334,0.625
1211,1211,264.82533616950695,0.6255
1264,1264,264.8563353433129,0.626
1304,1304,264.8711669420894,0.6265
1260,1260,265.11597862301596,0.627
1261,1261,265.1637436870346,0.6275
1262,1262,265.16578749856495,0.628
1263,1263,265.16919350656076,0.6285
1212,1212,265.22424318019875,0.629
1259,1259,265.26071385966145,0.6295
1214,1214,265.3007551279052,0.63
1213,1213,265.5114562738087,0.6305
1258,1258,265.5235471426014,0.631
1215,1215,265.7488198510739,0.6315
1253,1253,265.82510765474876,0.632
1257,1257,265.8308010861227,0.6325
1255,1255,265.85006871869626,0.633
1256,1256,265.86501658430717,0.6335
1254,1254,265.86641366658205,0.634
1252,1252,266.01147079223,0.6345
1216,1216,266.03010256815793,0.635
1251,1251,266.07958999679886,0.6355
1250,1250,266.16045230099553,0.636
1249,1249,266.3749668480113,0.6365
1305,1305,266.56892142497173,0.637
1246,1246,266.6517341297507,0.6375
1248,1248,266.7487853290515,0.638
1247,1247,266.7530666181707,0.6385
1217,1217,266.80072143749544,0.639
1218,1218,267.3129393312791,0.6395
1219,1219,267.5468980109448,0.64
1306,1306,267.7245661997142,0.6405
1245,1245,267.8065617641802,0.641
1220,1220,267.926149502463,0.6415
1243,1243,268.0811690161695,0.642
1244,1244,268.1241906547773,0.6425
1222,1222,268.2634604589101,0.643
1221,1221,268.3473687546925,0.6435
1242,1242,269.0018648414949,0.644
1241,1241,269.00994039664107,0.6445
1224,1224,269.12208905534806,0.645
1223,1223,269.2195737582925,0.6455
1240,1240,269.24542284170144,0.646
1230,1230,269.28799943385263,0.6465
1236,1236,269.2924707708602,0.647
1237,1237,269.32421721730924,0.6475
1238,1238,269.3367365342068,0.648
1239,1239,269.3693635427527,0.6485
1234,1234,269.4409011279237,0.649
1225,1225,269.47212453515345,0.6495
1235,1235,269.4725504621189,0.65
1231,1231,269.77923823697853,0.6505
1233,1233,269.7869166210328,0.651
1226,1226,270.06337851024324,0.6515
1232,1232,270.09053733429937,0.652
1227,1227,270.1452458798016,0.6525
1307,1307,270.48546678706305,0.653
1229,1229,270.556051810777,0.6535
1228,1228,270.57999273092923,0.654
1308,1308,273.9138557476465,0.6545
1309,1309,277.2620124356968,0.655
1310,1310,278.3251595850192,0.6555
1311,1311,281.0428455473934,0.656
1312,1312,281.7682877912003,0.6565
1313,1313,282.0135230586872,0.657
1314,1314,282.61385585154784,0.6575
1315,1315,283.1272996855835,0.658
1316,1316,283.62316497627666,0.6585
1317,1317,284.2542909709511,0.659
1318,1318,285.574044152224,0.6595
1319,1319,285.9174683789056,0.66
1320,1320,286.9911282754373,0.6605
1321,1321,287.22893875067643,0.661
1322,1322,287.4877515406365,0.6615
1323,1323,287.5985889433608,0.662
1324,1324,287.83644687183784,0.6625
1416,1416,288.25433740525773,0.663
1325,1325,288.2771465515665,0.6635
1415,1415,288.41632153693695,0.664
1327,1327,288.4265399215003,0.6645
1326,1326,288.4625028148169,0.665
1414,1414,288.6069475597268,0.6655
1329,1329,288.7398611933112,0.666
1328,1328,288.81564342063706,0.6665
1413,1413,288.9251527874732,0.667
1330,1330,289.14487579499513,0.6675
1331,1331,289.2338150265249,0.668
1332,1332,289.599739415707,0.6685
1411,1411,289.8259327417701,0.669
1412,1412,289.88030141834764,0.6695
1333,1333,289.9314818838087,0.67
1334,1334,290.0319689432683,0.6705
1417,1417,290.0779628885161,0.671
1335,1335,290.1213325421953,0.6715
1409,1409,290.13153544800986,0.672
1407,1407,290.1735882432512,0.6725
1410,1410,290.1752519892295,0.673
1406,1406,290.1894597015748,0.6735
1408,1408,290.2247948831133,0.674
1339,1339,290.2392298586285,0.6745
1338,1338,290.2472969418431,0.675
1405,1405,290.24922145607457,0.6755
1402,1402,290.2521932050975,0.676
1404,1404,290.2611287311578,0.6765
1403,1403,290.30132572629844,0.677
1336,1336,290.51593499085527,0.6775
1400,1400,290.5520460197977,0.678
1398,1398,290.5658849317989,0.6785
1399,1399,290.56832674086803,0.679
1401,1401,290.5700503948623,0.6795
1337,1337,290.5896505799074,0.68
1397,1397,290.6339628401308,0.6805
1395,1395,290.7103413442497,0.681
1396,1396,290.7290603890543,0.6815
1342,1342,290.75569484565733,0.682
1392,1392,290.95283673862394,0.6825
1393,1393,290.98344022567295,0.683
1340,1340,290.98421012790635,0.6835
1341,1341,291.0208578720102,0.684
1394,1394,291.0265797071717,0.6845
1385,1385,291.1266595132322,0.685
1343,1343,291.1661295667022,0.6855
1386,1386,291.168423657714,0.686
1384,1384,291.1788904955506,0.6865
1391,1391,291.1918670277521,0.687
1387,1387,291.19686137930836,0.6875
1390,1390,291.2241647314269,0.688
1389,1389,291.229251034187,0.6885
1383,1383,291.2973086169459,0.689
1388,1388,291.3089292890215,0.6895
1344,1344,291.4114986426959,0.69
1345,1345,291.51774352396706,0.6905
1382,1382,291.8032527847913,0.691
1346,1346,291.822558996709,0.6915
1378,1378,291.96138583272403,0.692
1380,1380,291.9995365699438,0.6925
1379,1379,292.00092917444493,0.693
1381,1381,292.0501370169844,0.6935
1347,1347,292.0821423636754,0.694
1348,1348,292.19766092920037,0.6945
1376,1376,292.23549652224557,0.695
1377,1377,292.36754402888766,0.6955
1349,1349,292.5352802616855,0.696
1350,1350,292.6458235970255,0.6965
1375,1375,292.69152710481364,0.697
1374,1374,292.73047192983387,0.6975
1373,1373,292.79614295037027,0.698
1372,1372,292.79829223360076,0.6985
1351,1351,292.90482077414833,0.699
1371,1371,293.2370392061723,0.6995
1352,1352,293.2629304786715,0.7
1355,1355,293.34024987941564,0.7005
1357,1357,293.51481904267246,0.701
1370,1370,293.5392822719781,0.7015
1356,1356,293.5393936711987,0.702
1353,1353,293.55343304500747,0.7025
1418,1418,293.60819853003045,0.703
1369,1369,293.69460912829214,0.7035
1359,1359,293.7206182144139,0.704
1354,1354,293.74375378500633,0.7045
1358,1358,293.77173867992815,0.705
1363,1363,293.8628072392433,0.7055
1368,1368,293.8690517368271,0.706
1365,1365,293.90267861639524,0.7065
1364,1364,293.91559892970463,0.707
1366,1366,293.94128640459223,0.7075
1367,1367,294.0077518444239,0.708
1360,1360,294.0985736285982,0.7085
1361,1361,294.19277669502065,0.709
1362,1362,294.54268156554673,0.7095
1419,1419,294.55853786232825,0.71
1420,1420,297.73721663990347,0.7105
1421,1421,298.53713352709997,0.711
1422,1422,300.688337268065,0.7115
1423,1423,301.29585373846356,0.712
1424,1424,302.464240982786,0.7125
1425,1425,302.8982634792358,0.713
1426,1426,303.6721797752067,0.7135
1541,1541,304.0448853594175,0.714
1427,1427,304.33703929572783,0.7145
1540,1540,304.56716687262053,0.715
1538,1538,304.73608610792024,0.7155
1539,1539,304.826470155979,0.716
1537,1537,305.2138957713682,0.7165
1428,1428,305.24753014641044,0.717
1536,1536,305.6602038279212,0.7175
1535,1535,305.6834563688954,0.718
1534,1534,306.0874176665107,0.7185
1533,1533,306.2545441263643,0.719
1531,1531,306.30176502834973,0.7195
1429,1429,306.30709073176126,0.72
1532,1532,306.33705175370477,0.7205
1530,1530,306.59397089830617,0.721
1529,1529,306.6156113774231,0.7215
1528,1528,306.65778213132813,0.722
1527,1527,306.74792456173776,0.7225
1430,1430,307.1102753783452,0.723
1526,1526,307.2328121514324,0.7235
1525,1525,307.31274273575093,0.724
1524,1524,307.5248220271788,0.7245
1523,1523,307.59096774849735,0.725
1520,1520,307.9132934759333,0.7255
1521,1521,307.965127107686,0.726
1522,1522,307.99557204479083,0.7265
1519,1519,308.0836479540984,0.727
1517,1517,308.10110770083594,0.7275
1518,1518,308.1101730421858,0.728
1431,1431,308.2458030611848,0.7285
1515,1515,308.4516201262869,0.729
1514,1514,308.4733671993375,0.7295
1516,1516,308.49912099444583,0.73
1513,1513,308.6797207134361,0.7305
1508,1508,308.7589439376445,0.731
1509,1509,308.8755504714857,0.7315
1432,1432,308.8857528494366,0.732
1510,1510,308.8942659289591,0.7325
1506,1506,308.89804135246266,0.733
1511,1511,308.91321498474014,0.7335
1512,1512,308.91700475926245,0.734
1507,1507,308.9352489548507,0.7345
1503,1503,308.97747080986727,0.735
1502,1502,309.01036611809485,0.7355
1504,1504,309.0213131608952,0.736
1505,1505,309.03215905306047,0.7365
1500,1500,309.3946367276031,0.737
1501,1501,309.414309040274,0.7375
1499,1499,309.5283509125894,0.738
1498,1498,309.6267692551448,0.7385
1497,1497,309.7594468223398,0.739
1433,1433,309.8040019745019,0.7395
1496,1496,309.8641874910482,0.74
1434,1434,310.1948998329715,0.7405
1435,1435,310.4824953803819,0.741
1492,1492,310.57195697131203,0.7415
1491,1491,310.58172050261123,0.742
1495,1495,310.6003298192491,0.7425
1493,1493,310.6210062555602,0.743
1494,1494,310.65717442257113,0.7435
1436,1436,310.78290414103606,0.744
1490,1490,310.99158480102335,0.7445
1489,1489,311.2336457534349,0.745
1438,1438,311.2552286687339,0.7455
1437,1437,311.2645824331837,0.746
1488,1488,311.707957859874,0.7465
1439,1439,311.82954739737096,0.747
1441,1441,312.2260410621806,0.7475
1444,1444,312.28032312096303,0.748
1542,1542,312.3041640210672,0.7485
1440,1440,312.33275510298256,0.749
1448,1448,312.4500713156797,0.7495
1449,1449,312.4867476193249,0.75
1487,1487,312.65018578257246,0.7505
1450,1450,312.84591948345263,0.751
1486,1486,312.8568191027723,0.7515
1451,1451,312.8940764985933,0.752
1445,1445,313.01148338041315,0.7525
1447,1447,313.24604046253137,0.753
1452,1452,313.26302495869083,0.7535
1442,1442,313.32023509483656,0.754
1453,1453,313.34007476765356,0.7545
1446,1446,313.36253295217153,0.755
1484,1484,313.4710424364627,0.7555
1485,1485,313.4777738667171,0.756
1443,1443,313.68008808346286,0.7565
1457,1457,313.69915030065715,0.757
1482,1482,313.976665250523,0.7575
1483,1483,314.0369521142688,0.758
1458,1458,314.03766129761175,0.7585
1455,1455,314.077624138196,0.759
1459,1459,314.1928107567058,0.7595
1456,1456,314.24587837889857,0.76
1454,1454,314.30563260049115,0.7605
1543,1543,314.6132597971763,0.761
1460,1460,314.7271899638452,0.7615
1462,1462,314.79010476686506,0.762
1464,1464,314.9023210916302,0.7625
1461,1461,315.09469468290905,0.763
1463,1463,315.12196692483303,0.7635
1465,1465,315.1241343858045,0.764
1481,1481,315.12898088677844,0.7645
1467,1467,315.20716461364896,0.765
1466,1466,315.26478534851026,0.7655
1468,1468,315.5809676307429,0.766
1469,1469,315.69491207524163,0.7665
1480,1480,315.8030845449315,0.767
1470,1470,315.8830724056862,0.7675
1479,1479,316.0605483372499,0.768
1476,1476,316.1826601515491,0.7685
1477,1477,316.1902013261839,0.769
1471,1471,316.1954683533545,0.7695
1478,1478,316.2826289479974,0.77
1475,1475,316.3091948349494,0.7705
1472,1472,316.4211771704483,0.771
1473,1473,316.52037033095917,0.7715
1474,1474,316.8979318537194,0.772
1545,1545,317.3135293649253,0.7725
1544,1544,317.391084475609,0.773
1546,1546,319.7293419621184,0.7735
1548,1548,320.9888280308402,0.774
1547,1547,321.2921439724912,0.7745
1549,1549,322.51580639387805,0.775
1550,1550,323.14371760939116,0.7755
1654,1654,323.7613918782708,0.776
1653,1653,323.8748489102083,0.7765
1655,1655,323.9787707275435,0.777
1652,1652,324.08059596172177,0.7775
1651,1651,324.18010341462656,0.778
1649,1649,324.28515508189514,0.7785
1650,1650,324.3372716111566,0.779
1648,1648,324.71220540335474,0.7795
1647,1647,324.74454101904587,0.78
1551,1551,325.1403543357194,0.7805
1646,1646,325.1944062749363,0.781
1645,1645,325.6346754404105,0.7815
1552,1552,326.14725008490126,0.782
1644,1644,326.3010455738631,0.7825
1643,1643,326.74702666751233,0.783
1553,1553,326.75819483544865,0.7835
1641,1641,327.12864739058966,0.784
1642,1642,327.16603891931965,0.7845
1554,1554,327.30735878753916,0.785
1640,1640,327.4603904854837,0.7855
1638,1638,327.71142222034854,0.786
1639,1639,327.74488901122066,0.7865
1637,1637,327.9357520622008,0.787
1555,1555,327.9800062231275,0.7875
1634,1634,328.162736040969,0.788
1636,1636,328.17828362369664,0.7885
1635,1635,328.195199072995,0.789
1556,1556,328.5003156405336,0.7895
1633,1633,328.62682295685914,0.79
1632,1632,328.9762500196647,0.7905
1559,1559,329.07963459758355,0.791
1557,1557,329.1499507117958,0.7915
1631,1631,329.19582295764513,0.792
1558,1558,329.3097459419802,0.7925
1628,1628,329.51417988318383,0.793
1630,1630,329.52073789508063,0.7935
1629,1629,329.5222012298246,0.794
1627,1627,329.7033737543311,0.7945
1626,1626,329.7632523428969,0.795
1625,1625,329.77627926228917,0.7955
1624,1624,329.981871388754,0.796
1623,1623,330.14451317962397,0.7965
1622,1622,330.31130352255894,0.797
1560,1560,330.36476270780946,0.7975
1621,1621,330.6595978894223,0.798
1561,1561,330.7241178141042,0.7985
1620,1620,330.96044805099086,0.799
1619,1619,330.98515285149637,0.7995
1618,1618,331.1696961235493,0.8
1562,1562,331.4650091992237,0.8005
1617,1617,331.59996764356475,0.801
1563,1563,331.94805101105476,0.8015
1615,1615,332.61559094396387,0.802
1616,1616,332.6501032650737,0.8025
1564,1564,332.72515167092916,0.803
1613,1613,332.77711069189616,0.8035
1614,1614,332.7865502378634,0.804
1611,1611,332.9466512040114,0.8045
1612,1612,332.98442977600047,0.805
1565,1565,333.1019116070357,0.8055
1656,1656,333.2698208313695,0.806
1610,1610,333.31677496897,0.8065
1609,1609,333.34360365945645,0.807
1608,1608,333.38563767284217,0.8075
1607,1607,333.45773039147707,0.808
1566,1566,333.46914739165237,0.8085
1567,1567,334.07106092684455,0.809
1606,1606,334.2460643483881,0.8095
1568,1568,334.2823610491828,0.81
1569,1569,334.36258031620457,0.8105
