question_length,answer_length
27,30
1,7
67,23
66,4
30,15
6,6
37,10
9,53
4,88
1,1
69,18
1,1
1,7
44,54
9,75
1,55
18,10
1,34
64,22
1,31
16,28
5,78
10,10
55,52
10,84
16,48
1,7
20,7
1,10
9,42
1,1
9,79
10,85
69,60
83,94
1,8
3,35
13,89
52,1
6,44
8,33
20,56
1,82
23,23
37,29
4,54
28,36
1,3
4,46
54,62
52,51
10,36
5,15
92,55
1,18
5,71
1,2
1,37
2,3
46,33
17,11
14,76
77,5
24,17
24,60
70,57
1,33
5,70
2,39
19,97
9,12
92,96
10,4
7,13
24,74
17,8
32,56
5,91
72,1
80,8
1,10
3,70
31,11
1,2
29,17
3,52
1,81
32,23
13,93
1,16
10,10
52,45
22,23
5,51
48,94
19,96
15,67
1,1
17,97
5,4
10,41
7,40
2,15
83,25
30,39
1,1
52,1
52,1
1,69
1,1
8,37
48,48
8,8
12,35
21,13
16,87
29,30
20,34
16,12
12,25
16,6
1,7
24,29
1,5
44,1
12,82
6,70
1,29
52,1
4,60
24,18
4,38
14,1
1,2
8,95
23,48
50,12
42,1
40,4
7,49
39,67
1,7
29,40
8,12
45,27
49,11
91,19
11,6
4,4
21,41
5,50
8,23
9,98
25,72
8,65
22,19
1,3
97,99
20,94
39,4
1,7
3,15
99,54
52,1
44,70
9,60
30,52
13,45
11,87
7,56
8,58
1,1
7,92
4,33
16,41
1,1
36,38
9,81
5,38
89,9
20,26
36,66
4,14
21,84
1,55
7,80
8,61
7,7
52,1
26,30
34,22
14,57
13,12
2,47
23,35
16,48
51,64
4,4
23,22
1,9
6,8
60,76
2,7
9,99
5,62
20,29
36,13
2,79
60,3
52,1
7,94
3,38
13,38
10,85
3,41
11,57
19,40
53,62
18,59
24,8
8,16
9,30
7,61
1,7
38,28
84,82
2,25
26,9
95,65
9,41
1,19
23,55
12,48
10,91
11,53
20,8
23,13
4,55
6,68
1,7
52,1
39,29
30,49
3,5
1,85
42,91
4,61
14,27
60,79
65,47
14,53
20,50
1,19
2,23
15,48
14,92
81,3
18,36
49,85
33,64
16,74
24,10
1,96
16,51
11,39
20,57
1,2
41,35
97,61
20,19
10,39
15,42
10,57
1,1
3,86
27,37
19,26
3,26
1,1
1,31
4,46
4,47
10,10
7,60
23,82
12,13
5,9
55,9
5,25
14,69
3,3
14,40
14,91
6,13
6,56
1,2
4,6
50,95
3,85
93,1
1,6
3,10
32,30
14,60
52,1
6,18
25,25
18,42
92,2
32,33
9,75
1,1
7,91
4,1
16,36
52,1
5,12
76,3
26,3
19,39
5,22
15,75
9,74
23,11
23,79
23,27
3,34
20,30
4,23
1,32
9,54
88,24
26,8
54,44
38,18
25,55
72,25
43,4
7,65
43,13
9,1
14,68
52,1
4,23
24,10
52,1
12,54
1,2
28,75
62,83
13,29
49,93
27,89
19,61
11,25
1,7
1,17
19,14
5,13
1,7
21,24
7,15
28,85
65,1
55,0
15,90
1,1
26,25
20,9
46,39
22,36
5,7
4,60
3,11
1,54
6,20
23,57
26,92
9,18
7,69
3,24
78,23
3,79
11,86
64,63
60,10
14,79
3,4
5,53
4,64
10,10
29,37
5,63
1,5
9,49
37,9
7,46
20,27
1,57
16,74
37,29
9,83
19,23
4,84
9,18
52,59
1,7
63,35
16,59
16,36
69,28
9,42
7,15
10,84
1,33
4,4
5,35
65,73
8,33
17,35
5,27
10,77
52,1
26,92
37,34
23,7
1,7
4,31
28,22
13,3
59,38
21,14
8,32
52,1
4,5
1,1
41,44
4,21
84,7
23,11
5,53
8,35
1,19
7,19
19,31
22,1
65,12
38,29
12,78
41,41
18,95
1,91
36,42
1,7
52,1
25,22
14,28
24,2
22,94
1,9
15,30
46,50
20,11
29,25
1,7
19,41
24,39
1,7
85,45
24,77
54,6
13,6
22,76
1,1
10,83
10,52
25,59
20,11
53,62
5,59
38,1
3,11
17,84
52,1
24,37
21,58
9,14
6,4
23,52
1,86
20,73
7,53
3,32
10,61
16,58
39,35
5,7
20,75
9,92
26,18
13,77
24,26
21,56
16,41
1,1
48,50
70,70
11,82
12,90
10,64
3,84
8,37
30,72
20,97
21,50
7,59
34,32
5,70
4,1
3,3
15,3
5,11
5,63
13,55
62,37
15,84
3,92
42,61
65,3
17,16
2,68
52,1
88,63
8,56
12,80
10,13
52,1
41,17
6,67
7,78
4,7
11,85
52,1
14,2
78,72
22,46
47,24
33,84
1,1
6,1
6,9
52,1
1,2
52,1
5,38
4,27
9,95
59,83
75,22
3,19
7,60
26,42
23,39
5,61
18,98
24,11
8,15
13,41
26,62
24,56
5,19
7,60
1,37
15,55
2,79
73,83
26,6
5,92
20,67
4,45
23,42
8,90
16,74
79,60
4,42
1,1
16,21
9,67
3,65
2,23
14,19
22,17
8,52
15,11
11,71
37,48
1,3
8,56
17,47
87,11
22,37
2,20
18,95
15,57
2,41
18,14
18,55
3,4
23,60
96,46
79,60
20,42
44,1
29,53
68,3
1,7
25,58
7,81
18,83
12,15
1,1
21,48
18,61
11,65
3,34
20,38
20,68
15,86
1,93
1,1
19,21
41,53
38,75
3,9
8,17
1,26
22,20
27,68
21,44
5,5
21,12
1,97
1,1
9,13
4,1
8,66
18,33
7,60
36,29
5,36
20,49
8,98
1,19
4,17
9,87
8,42
21,6
34,7
42,36
8,11
1,47
51,72
4,86
23,15
19,72
19,49
9,12
14,65
66,52
12,46
21,19
3,62
1,74
12,53
9,1
9,69
62,48
14,27
53,24
3,50
7,87
5,9
3,11
1,91
5,13
4,1
11,70
40,1
20,78
1,2
3,36
13,6
5,40
4,5
52,1
23,2
12,26
13,44
8,23
12,33
28,78
6,13
12,98
8,29
25,24
3,89
10,9
27,29
7,70
21,37
1,33
15,7
70,70
21,21
3,56
8,13
12,6
6,56
9,1
50,8
7,96
18,38
3,56
33,1
98,6
1,15
15,44
13,76
52,1
9,64
10,95
1,7
50,77
4,1
23,35
1,28
8,14
13,45
11,63
5,73
5,83
18,10
47,2
37,56
1,1
21,15
10,75
93,35
1,1
9,1
45,11
1,20
4,29
12,63
19,46
9,6
4,21
1,23
30,36
13,8
3,4
22,79
1,1
78,1
9,10
4,7
24,23
4,66
1,6
2,4
6,39
4,36
9,72
1,7
4,1
13,56
1,29
69,91
62,1
79,20
33,1
18,10
1,26
71,36
19,20
15,10
13,88
11,63
14,25
40,51
11,27
68,68
48,42
2,1
52,1
52,1
22,12
1,6
58,1
9,43
19,9
61,1
33,83
5,6
18,45
11,98
8,65
5,92
11,63
1,1
22,37
25,31
1,45
9,55
5,34
1,14
65,59
1,20
1,62
1,7
76,3
1,11
1,6
2,8
7,60
50,13
2,8
40,96
18,30
14,5
35,55
35,1
7,69
40,97
16,73
8,4
10,77
11,19
7,11
3,55
1,32
3,10
5,7
1,6
1,1
1,10
16,11
7,5
2,42
1,1
12,63
15,11
7,89
3,9
9,47
1,5
5,96
11,62
13,88
1,1
52,1
30,62
75,67
8,50
52,1
7,31
1,7
11,73
34,61
2,8
59,74
44,54
10,82
15,48
10,59
19,37
52,1
15,45
8,85
26,69
23,31
51,82
1,1
20,14
52,1
63,3
12,74
6,17
3,17
2,3
3,15
8,83
86,1
93,6
13,66
11,22
32,45
37,27
3,11
1,1
7,76
9,63
1,1
2,14
42,61
1,35
32,98
24,12
8,7
19,41
3,3
3,7
22,8
83,61
10,10
1,7
13,3
1,23
1,7
4,1
20,15
1,22
75,1
3,84
4,51
1,10
16,18
63,1
49,6
45,69
9,13
1,7
1,16
52,1
33,71
7,44
29,31
99,1
1,2
19,24
15,91
21,93
9,21
3,3
18,90
6,84
21,91
59,30
5,49
12,11
22,14
4,18
6,82
3,1
1,17
21,26
54,57
21,34
9,47
5,69
5,12
5,99
27,10
29,23
10,56
80,79
26,11
6,16
27,18
52,1
97,3
1,1
52,1
29,9
4,25
24,21
52,1
24,90
15,64
7,2
34,1
25,82
8,73
13,37
21,37
42,24
2,21
1,6
52,1
46,29
6,16
71,19
6,97
2,7
1,30
11,54
14,97
16,13
25,39
52,1
6,84
20,82
76,21
16,65
3,49
2,18
9,38
5,48
6,14
24,4
15,21
2,3
9,19
37,48
19,40
23,26
6,56
6,47
37,40
93,59
6,69
11,11
3,28
23,9
51,6
26,38
10,23
17,76
1,20
67,15
24,47
3,3
6,28
1,35
13,4
24,18
1,7
13,44
25,36
21,12
8,60
1,7
10,18
2,14
18,35
52,1
7,7
10,57
24,21
14,18
22,93
44,41
46,64
2,28
52,1
13,28
79,1
7,56
19,31
7,18
67,1
21,10
83,40
9,94
4,71
14,35
6,7
18,24
1,7
72,7
14,0
4,51
1,1
29,10
12,82
3,91
4,96
1,79
17,98
7,21
25,30
99,50
26,71
52,1
4,6
12,31
24,20
5,16
3,84
1,6
7,26
9,73
1,1
3,51
29,60
9,39
18,61
22,11
68,56
80,3
20,16
85,68
52,1
94,93
22,12
4,1
60,1
24,34
5,9
52,1
13,32
7,98
3,22
12,46
2,8
1,5
52,1
1,6
2,26
3,17
64,42
22,59
9,95
1,1
23,40
93,20
91,25
25,23
1,34
10,41
27,78
4,10
32,20
73,39
6,49
9,52
73,26
4,76
1,1
6,66
52,1
9,25
1,29
18,40
11,90
4,5
27,12
21,46
17,19
21,67
2,75
82,78
4,80
10,11
3,16
1,30
57,8
34,83
39,2
1,1
24,22
78,26
40,78
15,34
14,52
5,24
7,46
1,4
11,62
9,23
6,13
5,24
9,16
22,14
16,88
15,78
1,5
2,7
26,6
26,10
28,91
55,11
35,18
1,25
31,37
52,1
59,49
1,1
10,13
5,18
67,38
1,1
25,40
1,2
22,39
31,86
78,58
1,7
19,36
5,59
6,19
3,1
35,1
24,57
13,1
8,90
24,26
14,86
14,76
79,20
60,16
1,32
18,50
4,12
13,8
4,8
7,90
3,3
18,8
70,89
1,1
23,44
1,13
23,11
48,52
30,80
14,82
3,53
1,1
52,1
15,3
4,80
52,76
26,39
5,45
23,16
16,28
22,95
7,1
1,1
6,11
10,39
22,20
4,65
71,67
33,2
27,19
20,7
17,21
30,2
1,5
15,24
21,10
13,39
6,48
6,5
3,69
14,17
65,99
5,50
3,34
10,65
31,10
17,32
64,1
5,14
27,10
78,59
4,13
9,10
14,19
11,52
19,95
19,65
23,12
12,89
37,31
23,76
3,11
1,1
20,9
1,1
46,52
5,7
15,84
8,48
29,47
1,2
2,14
10,53
65,66
17,33
91,25
3,23
20,99
12,85
1,5
26,42
20,10
7,63
18,49
3,3
17,31
2,40
71,22
3,1
1,1
5,8
17,80
85,11
88,6
37,8
24,12
10,9
14,43
25,21
6,4
9,64
1,2
1,1
40,16
36,39
16,79
14,5
1,23
43,87
6,84
5,20
9,88
22,43
28,40
1,27
2,3
3,12
50,11
8,53
1,2
22,11
43,19
52,1
5,54
17,40
68,15
52,1
34,15
8,29
5,51
56,78
3,3
17,42
83,1
14,78
10,30
98,7
6,39
22,40
24,13
13,6
60,65
73,35
15,76
52,1
23,78
21,10
5,81
9,1
25,10
1,13
29,15
70,17
18,21
19,6
1,7
1,7
23,50
4,4
37,32
78,83
1,5
8,8
80,33
9,54
38,54
1,1
5,74
1,7
24,21
1,70
24,9
44,1
28,4
1,1
3,4
3,41
14,57
2,2
3,22
1,19
12,54
2,7
9,1
49,13
36,46
51,80
1,7
8,64
21,5
1,10
25,38
9,9
50,59
19,64
18,8
51,53
24,11
6,84
9,86
96,2
13,27
1,7
3,8
28,44
79,13
9,39
45,60
2,56
1,7
24,17
25,22
1,1
5,67
20,69
6,6
14,99
3,38
13,13
13,89
15,77
18,27
4,9
1,9
39,2
55,8
4,1
48,24
4,1
4,34
1,77
4,71
36,18
46,8
4,2
3,7
41,48
5,2
52,1
1,85
13,72
3,30
8,71
16,71
16,64
22,96
25,5
27,27
9,72
15,12
28,33
1,7
33,30
13,43
1,13
21,66
3,17
6,85
52,3
7,58
18,18
67,50
11,14
34,3
43,43
34,44
26,1
2,7
16,79
72,89
1,74
1,6
16,49
14,93
50,26
56,1
19,12
4,33
9,81
17,95
21,83
1,2
19,29
21,19
83,63
6,15
11,36
17,94
6,11
17,13
4,49
6,33
78,73
29,96
52,1
4,80
1,1
14,21
52,1
1,8
54,11
9,94
10,76
12,34
21,94
4,17
11,18
31,43
24,12
13,9
1,1
15,32
22,52
13,36
11,73
6,99
6,1
44,52
3,55
8,92
6,31
2,2
4,28
13,5
33,16
71,87
2,2
2,16
7,29
2,12
21,71
79,60
1,7
7,20
2,2
1,1
67,1
24,32
18,20
8,1
41,53
34,37
17,52
24,18
22,67
24,54
54,82
16,54
20,37
58,30
5,44
3,84
8,85
1,2
24,79
10,1
11,94
8,94
4,17
6,59
6,9
52,1
39,77
51,9
17,73
6,34
11,22
1,5
1,1
8,41
24,54
21,7
28,37
47,35
9,12
21,50
2,8
2,39
11,8
11,88
36,9
16,86
4,1
17,18
52,1
7,28
5,78
1,1
18,56
13,47
54,3
7,74
13,28
9,87
18,22
1,7
64,2
10,76
15,42
85,92
1,5
8,47
52,1
1,29
91,44
38,6
12,9
17,14
7,98
3,10
1,1
52,1
1,1
43,70
1,2
2,76
80,15
19,43
1,2
1,23
30,92
37,35
23,9
7,18
6,18
13,56
9,27
6,92
1,1
8,43
5,12
4,14
13,84
1,7
52,1
17,93
1,6
27,75
10,26
9,33
55,5
2,65
1,2
5,13
42,58
7,33
14,12
5,59
52,1
1,30
15,23
11,46
12,2
3,55
15,93
1,28
7,70
1,45
2,2
6,48
22,61
3,68
5,76
36,58
16,58
3,41
23,58
98,37
5,54
52,1
23,21
3,87
15,9
10,9
8,8
75,1
10,35
81,1
4,36
33,71
19,9
21,80
3,92
8,33
56,10
1,1
17,27
18,61
4,5
19,51
7,83
61,7
19,29
48,17
18,31
14,72
1,5
1,81
7,14
11,86
16,4
14,99
13,56
15,21
1,26
1,6
18,65
21,94
10,8
82,27
9,33
9,28
16,47
1,1
2,2
11,14
4,53
10,77
29,58
17,19
92,62
16,38
20,11
11,62
11,6
1,4
1,5
11,29
37,29
10,12
8,93
1,1
17,27
7,75
10,19
20,18
10,12
1,1
18,76
5,62
22,67
16,26
3,17
32,1
38,3
20,13
49,75
1,7
6,54
36,81
1,7
40,5
17,17
23,76
50,71
1,2
15,87
38,6
20,10
4,39
50,58
12,21
7,66
15,17
79,1
21,51
4,96
1,7
16,21
10,67
2,2
3,68
26,56
1,7
16,58
3,9
18,74
66,70
17,12
1,2
8,33
11,91
11,96
6,12
13,97
17,16
2,5
1,5
9,44
58,1
80,72
5,7
16,84
52,1
4,3
57,10
81,4
3,27
6,34
16,19
40,40
21,25
6,6
49,83
55,37
1,2
8,75
6,34
10,87
16,58
30,82
73,4
92,55
47,1
11,2
41,94
4,44
14,59
10,14
1,7
21,11
1,1
23,8
1,1
40,30
4,1
22,19
5,36
9,62
25,53
25,52
62,1
4,71
1,1
11,29
90,16
32,78
16,6
46,87
1,64
3,56
42,58
3,37
9,18
36,50
6,77
30,44
2,3
4,98
13,7
11,4
1,7
19,71
91,22
3,52
1,1
32,12
30,25
23,18
20,86
69,3
2,62
7,45
4,9
52,1
3,14
52,1
4,5
27,17
6,49
43,39
1,7
13,30
50,28
88,14
8,26
4,8
34,97
7,15
52,1
20,56
4,94
84,15
1,2
17,23
5,44
21,86
8,28
8,80
29,10
1,44
1,92
6,46
34,5
9,1
71,1
15,72
26,41
1,71
2,24
4,6
6,56
5,66
10,71
4,1
24,60
14,38
72,89
1,7
1,19
5,90
16,58
10,94
28,81
7,62
7,87
7,99
5,20
13,67
1,10
25,27
70,5
7,2
1,20
1,45
4,19
15,92
65,11
10,60
11,61
5,47
10,71
16,61
47,9
52,1
5,7
3,10
47,19
38,78
46,57
51,48
64,1
1,22
52,1
28,79
94,76
4,43
64,79
17,12
51,76
89,43
22,55
34,82
17,9
69,34
13,3
4,63
39,8
9,99
6,7
2,4
4,18
67,13
7,0
82,32
19,9
54,65
11,50
1,33
24,33
37,37
51,47
6,85
27,28
4,1
16,25
19,44
49,47
63,80
6,56
8,15
12,68
2,1
45,68
6,40
1,7
79,59
7,10
4,82
38,42
12,14
15,20
20,5
5,25
6,15
42,65
17,62
6,25
13,4
16,39
21,68
7,95
10,96
4,38
16,86
22,39
63,42
4,5
46,5
5,75
3,21
3,35
1,1
21,30
25,51
95,33
4,59
37,47
55,2
35,67
75,1
3,25
37,67
34,8
9,10
1,6
20,50
42,28
10,87
19,67
6,35
1,68
77,13
4,21
22,12
22,6
5,58
7,13
21,38
7,3
1,1
5,63
1,20
10,73
6,56
45,83
19,22
4,43
26,31
14,38
17,40
9,12
7,14
52,1
2,43
18,79
67,76
1,1
4,86
52,1
1,19
1,2
76,37
4,89
12,61
3,49
3,3
77,44
52,1
24,57
1,28
27,70
12,1
1,7
1,2
7,22
15,75
25,9
18,16
48,70
31,32
86,9
17,15
7,80
10,9
7,52
24,81
47,54
3,77
20,21
1,7
1,1
84,1
21,92
1,34
65,9
10,70
16,4
8,24
6,95
21,47
2,8
52,1
34,22
52,1
1,1
22,87
2,43
7,52
1,1
1,7
1,21
18,45
33,12
1,1
6,86
4,50
81,27
32,6
79,19
52,1
61,1
63,72
59,3
4,13
27,0
2,7
15,67
9,64
5,12
21,40
1,1
14,27
18,19
4,24
9,58
86,30
3,7
19,8
1,1
7,37
23,39
33,6
11,88
97,34
6,38
69,77
23,24
20,52
76,62
50,83
17,47
31,6
35,95
52,14
10,82
8,27
3,52
78,40
27,93
42,31
1,7
46,55
12,63
39,39
17,94
4,34
90,48
1,74
5,12
3,42
43,9
1,1
1,7
17,6
61,1
31,37
65,3
8,83
1,35
52,1
23,7
1,7
5,71
5,82
4,8
1,5
4,1
9,79
24,82
65,1
1,5
29,61
28,6
7,1
6,79
46,50
4,29
1,2
4,12
5,39
11,16
1,56
1,1
1,2
1,7
24,90
92,31
1,1
48,32
18,13
18,43
23,65
94,8
19,13
85,29
2,14
4,14
84,12
36,55
1,1
52,15
15,85
1,2
1,8
21,63
26,14
4,13
3,37
51,37
18,61
3,89
23,89
61,3
22,47
12,33
31,32
52,1
5,62
4,18
1,44
19,91
14,31
4,1
9,66
1,18
45,1
1,7
77,51
69,76
1,29
48,81
1,1
52,1
16,12
17,60
2,5
1,1
19,30
24,28
1,1
17,15
40,42
3,22
54,4
64,2
26,26
9,11
60,91
2,3
21,7
3,24
1,8
11,16
2,6
19,1
19,31
26,1
24,28
63,19
6,43
31,63
75,61
24,31
1,31
99,84
5,8
47,62
19,44
10,66
31,68
1,90
6,6
66,75
18,84
7,12
6,80
88,54
8,0
23,20
17,99
28,28
12,59
4,1
79,1
14,59
4,32
1,7
8,31
3,78
80,1
13,74
20,38
1,5
31,52
5,63
1,32
2,3
19,57
6,1
1,8
37,28
4,46
1,1
21,16
25,5
1,1
1,7
7,8
32,4
23,42
6,90
81,18
1,7
9,64
4,14
4,48
16,17
27,57
1,1
26,17
27,94
4,74
9,99
1,4
1,14
56,21
9,40
16,94
26,54
2,6
3,59
65,98
19,2
41,20
18,62
83,1
77,66
50,78
15,78
7,83
55,2
35,1
1,6
9,24
1,1
14,41
37,31
14,49
22,67
58,54
15,48
34,80
14,14
7,88
24,3
4,7
16,39
4,15
52,1
4,57
25,57
99,96
56,28
85,89
50,62
1,28
39,70
1,1
23,65
52,23
22,1
1,1
2,46
18,17
69,9
21,16
22,3
4,11
15,3
77,92
58,53
2,32
23,47
8,8
7,7
2,52
1,7
43,70
25,69
1,2
20,15
16,44
9,95
2,2
10,10
7,19
49,11
37,59
6,56
11,44
10,27
52,1
11,81
5,81
1,1
7,69
36,45
1,1
25,74
5,38
66,27
6,95
42,48
7,72
24,5
31,62
1,7
33,73
8,10
21,13
70,38
14,63
4,3
31,69
1,1
3,74
3,46
35,19
11,11
66,23
2,10
52,1
5,2
80,1
11,22
14,97
30,52
1,7
5,47
14,46
1,1
11,88
99,59
15,21
1,2
44,40
7,72
60,11
8,28
7,43
8,34
1,1
7,67
9,54
26,81
12,10
22,63
28,86
8,51
20,91
17,49
24,24
15,34
5,15
21,1
15,16
19,11
5,11
21,17
6,7
9,56
7,78
14,52
52,1
1,5
15,47
74,57
4,7
2,22
19,25
9,28
64,11
1,7
20,55
24,24
77,2
2,2
26,64
1,1
66,58
29,3
10,10
1,5
8,3
42,26
1,2
8,12
64,1
20,39
15,76
13,72
4,86
5,45
9,24
6,32
25,24
25,34
1,2
77,94
35,64
1,7
17,34
76,2
52,1
7,81
1,31
37,30
44,32
19,39
24,11
23,74
21,60
10,99
7,45
12,20
1,33
16,31
3,97
16,12
31,57
26,32
8,49
75,1
8,58
77,1
6,92
16,33
1,7
2,1
6,67
25,66
78,72
7,20
3,33
22,10
92,42
4,83
1,28
37,32
91,37
4,1
5,20
2,7
52,1
22,72
2,5
8,7
29,51
1,10
23,34
10,73
1,1
23,48
59,28
20,10
21,80
5,96
2,18
59,1
12,12
64,7
1,22
1,27
4,4
24,65
1,18
8,40
19,27
13,20
4,8
4,15
3,20
4,55
48,83
1,19
4,24
3,36
61,1
3,53
1,4
22,41
78,1
20,41
44,6
4,33
48,55
1,1
36,37
3,19
1,1
7,33
50,86
40,58
19,60
57,1
5,42
23,14
1,7
28,87
6,75
64,83
22,34
52,65
37,91
7,11
4,27
26,55
10,32
43,44
6,2
75,1
50,34
16,22
6,37
3,36
26,17
23,25
64,52
32,79
2,2
10,29
81,95
26,34
52,1
15,51
3,12
6,26
38,95
1,7
27,50
25,99
8,44
14,49
26,39
1,7
28,58
3,3
19,88
1,1
4,9
1,56
52,1
6,5
37,20
13,10
66,18
9,13
7,91
72,6
1,7
26,38
1,7
1,7
13,17
31,49
25,7
52,1
72,91
92,89
1,1
14,93
99,51
28,55
9,51
1,82
1,7
23,5
1,20
12,40
18,73
41,72
4,8
35,10
19,29
28,59
41,1
10,83
17,61
62,3
1,1
1,1
14,29
7,85
8,55
86,92
4,33
7,13
4,19
16,10
48,1
8,48
1,1
2,58
7,40
65,35
9,1
3,12
13,76
29,68
1,29
53,69
10,5
29,12
12,60
37,29
4,49
82,1
24,75
7,71
5,35
15,11
9,63
37,19
37,26
2,8
4,7
3,11
3,63
20,56
22,68
40,10
12,32
1,7
64,97
6,84
1,63
7,15
8,7
7,60
37,35
22,9
3,8
22,9
1,19
16,29
41,1
23,24
3,1
6,54
24,62
5,10
29,1
52,1
14,19
5,17
20,10
36,99
1,6
10,76
5,96
5,11
4,22
8,7
14,37
36,25
14,5
63,1
3,68
2,83
80,83
22,60
19,40
12,33
24,61
52,1
9,83
5,45
24,11
21,7
25,42
1,5
32,14
9,42
3,22
4,1
8,53
15,18
1,31
47,55
8,87
24,37
55,6
8,47
69,74
4,13
43,87
26,16
85,80
1,6
13,61
13,7
7,42
69,56
18,3
23,10
11,11
32,70
1,7
1,7
83,63
4,7
10,85
9,98
20,78
42,65
17,32
28,14
2,3
52,1
4,29
41,62
1,12
14,36
2,12
12,44
11,70
24,34
20,56
52,1
6,17
3,65
17,22
76,3
66,3
8,60
33,24
4,75
13,12
13,91
56,87
9,61
5,69
33,77
9,6
6,90
52,1
65,4
22,24
5,8
4,62
4,1
98,58
11,57
20,12
52,1
3,21
52,1
15,82
17,17
6,81
9,46
34,21
1,57
1,37
1,1
7,61
2,99
77,65
17,22
80,46
71,97
10,28
32,49
37,27
15,17
12,41
70,1
7,15
21,2
12,3
37,30
24,3
21,51
52,1
37,30
24,21
9,31
13,15
68,16
1,1
7,66
23,5
22,56
11,12
9,63
5,79
14,47
15,68
18,72
1,1
13,50
20,58
43,52
13,25
18,69
3,59
28,44
17,4
5,69
3,6
3,78
28,42
54,28
22,16
1,1
24,84
33,90
49,19
25,70
3,66
32,42
1,54
52,1
64,3
18,17
52,29
48,66
3,9
18,50
7,40
30,14
7,69
5,1
16,17
4,38
52,1
9,39
1,22
15,25
1,83
15,23
47,21
48,2
23,12
12,91
53,50
6,34
4,17
1,1
3,37
9,71
8,10
16,93
1,79
39,41
3,4
8,8
5,9
1,1
14,87
71,3
96,95
58,33
15,9
19,56
10,18
7,25
1,6
23,80
1,1
5,92
5,68
7,16
6,6
6,34
17,52
24,44
4,29
3,4
49,26
4,43
25,12
14,76
85,72
5,27
22,55
10,52
61,37
17,8
16,49
10,36
1,45
78,3
1,1
33,44
3,40
6,37
11,90
3,14
23,17
7,16
1,58
25,37
8,20
2,16
77,1
10,18
2,2
1,7
5,3
9,13
16,20
29,15
52,80
10,29
22,15
0,9
1,1
1,1
63,86
7,35
13,2
1,1
7,39
52,1
10,78
21,10
42,2
86,54
16,2
13,45
14,74
52,1
18,57
16,67
10,15
17,11
52,1
22,54
73,12
61,40
11,91
18,16
24,15
23,27
52,13
8,66
7,81
10,74
1,12
41,53
4,1
24,16
18,17
1,1
18,12
59,1
19,66
52,1
13,67
42,80
2,5
3,55
13,15
7,90
37,73
1,19
24,37
15,18
51,46
30,51
31,37
35,55
6,7
73,46
6,97
1,6
2,30
23,20
1,4
7,63
18,60
68,55
14,50
5,24
6,16
20,40
51,7
2,2
7,8
7,11
6,37
22,37
3,9
24,26
9,20
6,77
40,35
55,72
16,47
52,1
56,97
1,77
5,68
10,22
18,11
46,73
8,61
16,48
83,65
4,10
57,15
49,28
15,37
6,91
8,1
1,6
1,8
36,14
2,83
21,93
1,1
43,85
78,52
1,55
3,19
10,8
18,89
59,1
26,17
19,1
8,94
7,73
1,94
2,90
4,46
4,82
28,17
6,7
52,1
5,30
8,50
27,32
1,19
2,45
1,7
5,5
2,12
49,43
5,38
1,6
1,2
48,22
1,1
22,62
9,5
10,54
17,16
4,48
1,44
16,89
13,79
16,63
1,2
1,1
18,84
8,65
19,6
82,16
19,23
1,4
2,20
36,20
1,45
52,1
8,66
79,43
22,11
10,70
9,23
5,12
13,48
3,22
3,43
13,73
37,18
97,34
43,56
8,23
8,75
1,29
3,37
7,12
24,39
19,9
48,72
9,14
22,24
1,1
5,47
11,46
11,83
8,69
1,39
23,23
6,93
52,1
23,21
17,11
28,35
1,62
27,58
28,41
24,20
39,17
1,29
46,64
4,16
57,4
39,35
1,1
15,19
62,80
7,32
63,99
49,88
3,6
16,8
9,73
1,7
2,2
21,6
1,1
3,71
9,1
18,5
11,57
17,80
52,1
1,5
10,78
6,34
8,28
52,1
66,42
13,42
4,86
26,44
5,40
4,56
1,32
1,30
5,45
2,87
5,40
4,41
1,34
51,27
1,7
4,17
20,53
87,15
43,21
24,89
1,6
24,56
20,3
17,12
8,8
4,13
8,75
30,47
32,62
1,31
77,36
1,1
61,5
22,80
77,3
36,31
71,60
23,87
1,7
70,54
5,85
48,81
24,51
1,6
1,1
13,20
11,85
3,10
1,6
20,13
8,70
7,75
10,73
12,48
8,53
40,94
19,17
1,1
71,17
20,14
16,14
10,69
4,95
19,58
15,5
28,69
74,72
20,37
1,1
19,62
26,51
42,34
19,83
48,59
20,60
14,57
7,66
1,5
15,20
38,83
1,7
20,48
1,7
20,94
7,1
19,66
41,60
60,30
2,3
18,40
1,14
22,43
1,7
2,8
5,48
14,96
6,94
6,78
70,71
9,30
5,75
12,61
24,21
54,38
63,46
1,7
9,78
1,34
5,47
1,7
7,16
88,41
45,25
10,45
1,7
1,86
10,12
2,40
28,19
10,37
64,11
52,1
52,1
1,19
30,24
5,48
14,6
0,7
1,1
21,66
1,90
6,36
26,41
58,69
52,1
62,72
22,1
14,10
13,94
6,53
32,74
23,31
31,70
7,91
11,38
1,1
52,0
53,59
12,23
51,70
1,5
52,1
35,41
1,23
21,21
1,12
20,62
8,19
1,2
88,93
3,34
3,35
8,32
52,1
1,1
16,55
6,53
1,1
22,99
2,29
15,38
5,32
25,36
3,15
15,35
84,1
21,36
5,77
65,60
18,5
6,95
14,66
21,58
24,12
22,24
1,6
83,41
25,26
47,52
9,70
7,8
10,17
52,1
20,58
52,1
19,17
23,44
15,34
23,29
76,60
14,47
3,84
64,92
19,41
14,9
32,6
55,63
15,53
4,24
23,40
10,8
3,3
50,84
4,24
6,91
