question_length,answer_length
29,235
2,8
1,7
12,5
21,68
21,22
10,127
114,77
213,46
12,35
103,137
61,6
25,4
19,5
5,123
200,23
16,32
7,119
63,205
1,1
220,14
24,168
24,38
1,246
91,103
4,193
1,1
15,0
11,21
18,32
29,95
178,184
2,3
251,81
4,2
51,173
16,33
10,195
5,58
88,104
12,64
47,144
19,213
16,243
172,23
3,120
256,9
11,157
9,191
1,105
73,222
145,73
89,7
131,120
232,38
39,230
83,44
13,234
1,136
223,95
5,55
30,32
16,216
8,158
1,1
227,22
3,14
21,143
14,102
8,24
23,142
231,1
75,208
24,68
4,128
1,99
15,8
239,92
33,229
3,4
8,124
57,64
53,112
39,114
9,32
13,63
206,46
8,171
10,233
238,126
14,217
12,152
96,1
20,235
11,188
6,9
21,19
63,223
1,10
48,18
10,193
7,256
11,232
144,54
4,91
10,201
27,168
61,255
23,164
3,126
9,244
191,6
8,22
9,114
152,79
1,1
109,88
15,85
78,1
21,42
15,5
22,19
3,18
19,256
22,101
45,91
46,71
1,1
9,1
1,6
21,50
165,8
69,159
77,136
4,106
13,17
1,2
20,17
36,12
38,254
82,194
117,85
82,21
8,203
15,9
167,214
26,141
26,98
13,17
22,51
175,4
14,173
16,36
1,1
65,20
6,63
12,95
43,23
14,229
52,1
3,142
4,1
3,14
11,40
26,241
13,162
21,183
5,77
8,7
10,197
4,1
25,54
15,30
15,49
79,140
14,145
4,1
1,37
36,218
2,63
1,217
44,6
162,131
106,48
4,1
7,176
8,184
36,168
11,45
1,144
23,256
12,166
1,7
9,130
2,2
14,236
7,16
207,140
39,222
245,85
28,190
11,128
14,77
11,188
25,53
12,173
1,4
19,157
92,119
46,176
59,44
1,1
4,108
10,162
16,218
12,42
6,146
9,92
21,247
197,12
18,219
22,86
50,140
21,168
45,194
14,73
21,4
30,205
8,77
41,162
1,3
102,94
27,52
76,1
97,226
38,18
1,19
1,1
77,159
17,9
25,16
184,7
6,195
5,86
226,59
4,1
20,121
35,115
38,196
9,154
12,229
4,5
199,8
11,103
36,1
224,18
143,92
4,12
192,64
13,97
20,59
82,1
164,1
8,191
33,63
6,87
52,1
135,104
1,1
43,218
10,65
7,119
1,164
2,31
14,103
2,85
1,245
92,75
11,103
66,256
8,109
71,180
102,16
67,234
203,107
9,162
106,69
19,95
16,55
13,190
4,5
37,1
37,132
10,149
254,61
139,5
15,209
1,10
7,207
2,2
22,43
23,28
4,53
198,56
66,207
9,72
56,195
221,47
9,70
18,20
253,170
221,1
10,92
5,191
1,3
18,40
118,211
16,108
28,38
58,187
65,213
54,59
1,1
231,94
8,159
24,27
1,7
117,71
17,51
220,126
17,46
4,174
64,64
26,6
25,228
104,207
5,114
146,168
10,250
32,194
236,14
46,210
20,65
64,164
52,1
25,125
2,184
26,178
4,68
30,73
10,213
9,20
176,8
239,57
3,8
22,237
6,201
1,75
5,216
52,1
14,223
19,137
1,33
138,16
83,98
3,113
65,44
7,50
8,138
6,244
53,67
232,13
128,137
1,7
13,68
58,4
14,234
21,6
7,183
68,109
10,10
10,79
18,72
11,14
1,54
26,9
79,1
43,1
16,5
11,93
14,153
14,9
10,14
25,226
19,206
21,113
26,21
213,98
53,57
64,208
172,156
8,51
126,124
20,233
16,44
92,164
143,51
52,1
131,169
186,38
25,87
4,207
67,11
39,194
239,3
17,11
13,78
6,254
3,169
3,84
65,193
20,99
3,105
11,138
65,20
164,45
117,124
180,90
248,97
53,56
6,250
194,27
10,161
20,211
5,49
12,170
21,229
31,17
3,51
108,100
118,7
27,73
165,16
10,92
19,60
165,2
83,83
66,94
1,25
7,144
19,73
5,9
13,4
28,129
3,18
6,33
20,80
27,152
18,108
88,47
13,109
44,128
193,104
23,33
5,196
84,106
52,1
36,38
1,1
212,97
1,1
44,118
17,13
46,227
8,82
255,1
40,2
29,133
3,2
9,80
8,162
14,184
1,35
27,56
19,6
20,53
6,126
42,46
205,156
10,232
9,50
3,5
226,86
55,87
6,50
3,82
239,97
25,207
194,80
2,2
25,180
2,19
7,55
3,108
163,215
11,210
214,59
14,145
19,77
4,46
13,75
14,30
17,15
7,162
22,157
1,19
89,0
1,4
57,51
29,178
28,117
23,17
36,234
7,90
49,129
5,235
13,126
8,184
6,13
148,1
77,69
1,59
44,41
98,199
3,107
8,92
1,2
30,82
211,1
17,138
3,53
5,11
198,25
9,96
7,185
11,158
17,114
51,90
36,56
66,156
1,64
52,147
60,51
65,243
9,120
1,74
4,91
62,141
3,3
4,23
53,148
16,44
20,39
108,53
211,156
20,1
19,45
21,22
251,124
13,138
18,15
7,133
24,124
2,215
110,229
1,1
1,4
8,159
173,50
6,198
13,85
1,1
23,51
66,39
12,76
13,27
178,11
15,124
22,86
4,150
6,123
1,86
1,1
16,5
1,6
78,9
4,85
20,48
3,16
20,125
7,14
1,7
30,212
58,79
3,39
21,90
9,135
55,224
108,171
14,95
5,20
25,32
1,4
19,227
6,233
18,207
21,39
26,7
8,38
245,53
14,209
45,38
77,2
10,143
34,243
37,174
4,1
5,58
16,10
7,155
148,76
21,2
17,173
9,50
32,68
116,113
37,15
19,56
9,74
93,161
11,12
8,80
65,117
179,9
10,176
9,47
16,15
8,41
1,6
48,161
151,187
17,253
9,46
16,69
4,47
83,134
65,41
3,71
1,31
46,25
64,4
30,212
20,17
18,156
55,7
15,53
226,153
18,80
12,96
2,12
105,100
13,170
8,30
23,189
87,68
14,159
132,129
57,8
2,3
3,73
154,42
20,50
57,2
27,69
121,195
8,168
82,1
31,249
27,12
153,15
214,5
177,15
70,179
30,130
15,62
22,10
82,112
10,9
29,152
10,105
12,6
16,133
24,26
24,205
25,204
224,62
4,51
1,4
11,170
8,103
1,107
58,158
13,141
8,19
11,138
60,29
42,192
8,99
23,55
11,168
9,17
4,68
1,3
220,117
24,32
9,172
8,112
14,115
13,184
179,23
5,150
33,39
9,184
179,76
19,68
18,43
3,65
3,59
15,182
27,20
5,11
237,0
65,107
99,87
5,7
17,151
21,51
15,253
49,1
9,156
63,221
47,19
9,94
2,41
8,11
6,9
13,149
3,9
13,51
19,49
29,19
62,14
1,5
150,154
40,1
52,1
25,99
1,2
7,125
4,42
46,130
42,168
64,243
60,106
8,115
55,40
61,31
52,1
6,89
37,28
136,84
24,22
194,99
21,83
163,89
19,254
13,35
8,201
17,192
50,101
2,66
8,93
50,1
16,95
126,146
2,8
5,1
1,6
21,141
100,117
29,46
5,65
102,167
15,8
18,71
72,194
29,73
20,22
17,137
14,246
85,241
24,1
9,188
28,144
5,60
21,233
15,183
14,66
15,19
2,2
12,202
240,147
20,170
58,197
12,55
51,3
17,168
36,204
252,206
243,233
5,40
4,1
42,42
4,106
26,65
63,1
3,6
235,115
14,65
41,64
255,12
24,21
65,115
4,47
102,6
68,187
167,106
49,74
1,5
43,57
17,149
64,167
55,117
3,77
9,69
4,29
30,234
16,50
209,52
11,34
177,19
65,212
6,86
9,14
6,184
9,31
44,109
9,244
16,17
1,30
51,54
7,86
247,63
22,34
17,44
25,198
66,56
4,8
206,214
115,155
17,86
62,223
4,6
9,14
45,45
80,1
51,147
37,187
9,17
8,71
11,179
12,194
23,165
63,158
25,42
119,92
4,16
7,5
20,30
6,96
63,204
4,178
6,86
228,13
118,19
79,1
40,1
1,1
55,37
5,109
75,1
1,1
33,117
10,105
68,211
1,1
23,256
42,23
37,27
25,202
8,89
27,11
10,148
1,7
3,4
6,253
1,19
114,182
31,40
13,209
1,7
4,4
19,196
1,1
65,145
1,107
19,152
32,189
31,222
188,84
5,217
203,190
49,207
37,117
6,21
237,17
6,109
12,14
35,63
21,50
67,225
219,94
14,221
6,63
204,80
3,20
15,57
3,20
89,59
1,6
21,17
198,16
11,100
22,188
20,9
34,241
6,172
39,159
49,104
27,2
40,41
8,186
152,48
8,115
6,74
4,66
32,202
166,1
5,17
26,191
35,42
119,143
209,123
41,167
1,1
2,2
19,91
160,138
8,132
1,22
4,66
27,58
22,10
52,1
173,44
8,18
18,64
10,22
25,32
117,217
61,192
8,46
1,5
88,39
229,66
96,90
22,218
40,156
65,217
61,87
34,161
21,12
11,56
20,52
19,67
7,164
34,216
24,53
112,47
67,70
1,2
27,43
12,2
5,52
57,191
79,100
20,18
248,126
244,219
70,8
11,207
10,119
44,74
8,241
19,44
2,113
71,57
58,7
3,76
3,19
105,97
179,44
3,113
22,149
10,199
4,105
29,179
61,1
1,1
8,203
31,61
175,2
24,230
17,199
42,50
123,232
46,255
20,123
173,134
66,216
2,172
4,204
57,108
52,1
1,19
17,134
176,29
17,48
73,138
16,192
62,191
5,180
110,41
34,204
1,1
81,161
11,186
2,185
1,112
15,110
63,137
18,218
10,147
69,10
60,51
7,200
60,46
186,16
171,31
14,79
167,157
6,174
42,30
7,246
253,1
3,74
118,126
14,17
175,203
7,173
42,97
12,177
14,54
52,66
4,125
4,23
3,2
6,205
1,1
7,36
66,222
65,148
169,181
9,15
29,38
13,91
65,172
8,56
98,163
65,223
199,25
92,39
1,6
37,120
85,99
4,27
28,16
7,151
36,40
118,142
16,7
1,98
13,177
19,45
88,127
17,20
71,148
29,100
171,10
6,108
161,22
4,242
5,90
1,7
5,40
10,1
22,233
6,27
31,21
6,35
4,22
12,54
3,23
20,240
16,170
1,1
21,51
52,1
1,5
16,119
4,1
8,228
8,224
38,98
1,29
239,21
202,105
7,216
17,16
1,6
24,117
17,66
5,5
25,16
119,133
21,20
44,14
1,7
66,249
7,132
226,1
4,222
19,69
17,236
6,57
1,76
1,7
63,56
8,13
43,221
197,154
14,131
129,32
16,179
1,1
61,222
10,79
4,155
24,41
132,200
23,36
8,199
16,41
12,205
52,1
10,101
48,58
6,198
87,162
50,44
31,110
6,207
40,95
19,33
43,148
67,191
182,79
9,13
153,118
7,83
8,59
66,197
9,170
1,12
1,7
20,35
9,146
8,60
17,217
28,175
9,100
37,131
12,16
6,239
27,129
29,28
3,8
6,60
73,222
12,94
216,50
25,17
3,143
18,16
1,19
63,1
12,101
23,103
222,244
167,16
185,167
163,211
17,185
8,22
11,84
26,207
11,217
4,202
25,16
1,45
16,209
156,74
23,53
4,1
11,36
110,82
4,81
197,26
6,72
103,208
9,33
21,39
12,98
82,14
15,253
46,185
19,212
11,31
22,230
1,14
11,148
1,1
119,129
62,60
18,249
1,7
149,77
8,71
53,168
14,137
23,243
160,113
1,8
114,14
1,192
228,83
14,199
29,111
215,157
230,175
32,52
84,70
18,124
71,223
6,33
31,96
9,151
242,95
2,15
246,99
17,7
112,1
8,239
9,224
3,60
8,129
66,53
3,40
63,240
11,59
31,1
42,152
60,77
149,21
15,144
20,163
18,197
43,12
14,79
135,65
10,37
6,62
54,85
2,205
7,191
127,9
8,151
46,92
19,155
52,1
25,10
7,165
1,28
51,159
24,39
23,66
6,134
89,31
73,52
1,1
17,63
58,1
2,90
25,248
52,1
1,5
200,6
131,35
21,14
6,81
51,132
4,2
7,170
32,2
67,2
12,44
13,61
66,177
101,101
11,126
19,15
5,63
22,242
9,29
18,34
5,178
1,6
7,242
98,77
26,28
6,76
13,197
81,198
71,114
12,17
9,192
1,2
186,190
52,1
29,66
5,18
24,64
69,13
2,3
39,103
7,36
13,84
88,239
31,231
11,251
8,98
41,193
27,238
5,233
14,233
77,216
10,148
181,126
12,136
13,60
7,125
49,255
13,168
225,46
19,21
15,227
7,1
173,21
18,125
61,201
1,7
8,128
1,6
12,144
5,20
17,173
66,215
9,218
184,230
7,14
15,11
66,38
10,128
64,16
1,32
7,184
249,130
25,29
13,176
4,1
8,8
102,181
54,231
23,53
38,148
35,107
64,193
253,185
35,250
8,142
87,73
14,29
2,8
9,233
10,169
64,145
66,177
39,209
38,61
6,164
15,53
34,147
80,1
8,104
3,120
10,167
2,7
1,19
8,224
206,17
62,159
1,19
1,79
25,182
129,96
1,28
89,28
18,253
196,67
54,242
16,184
19,234
1,8
31,93
9,124
14,109
4,240
8,108
9,150
84,19
36,109
10,253
39,113
11,69
3,12
22,11
8,96
50,184
101,10
1,6
16,4
17,128
5,61
88,78
88,63
1,3
19,114
67,3
7,145
1,10
115,148
52,1
21,9
10,82
6,163
41,172
7,69
77,220
43,4
25,234
2,29
40,11
106,127
2,2
1,33
3,17
4,73
8,124
17,210
4,1
43,136
30,49
52,1
36,46
12,90
9,148
106,10
45,13
61,61
13,127
11,44
16,157
105,83
1,7
13,54
21,49
94,150
41,1
8,246
52,97
22,11
48,216
10,47
251,76
1,7
9,149
9,100
17,175
20,73
184,3
5,79
64,208
1,41
1,126
91,132
20,194
18,57
19,213
8,36
141,82
77,26
39,31
16,65
8,46
7,82
17,213
14,8
40,166
91,26
3,67
79,48
49,19
3,26
4,7
9,54
11,67
5,68
1,7
8,40
89,83
16,9
104,121
22,61
2,94
14,30
22,81
15,52
8,87
15,100
4,8
23,2
25,222
11,98
24,91
12,55
12,33
18,18
11,170
6,99
43,217
6,65
8,151
1,87
39,150
126,74
14,237
10,112
2,216
47,45
14,81
4,216
3,15
5,21
8,166
33,32
4,193
16,149
5,112
19,62
16,200
9,3
4,64
13,202
145,133
5,82
8,76
18,226
23,26
243,114
7,246
15,41
33,160
20,12
194,171
8,202
12,221
10,63
4,219
12,77
55,193
234,77
7,70
27,79
7,18
100,51
2,83
9,198
44,15
213,242
6,37
13,143
6,158
114,109
29,90
23,175
30,220
7,7
70,207
8,178
233,12
8,70
5,9
1,1
24,209
19,222
1,1
24,8
19,12
28,45
43,24
3,7
13,73
94,251
63,184
49,193
63,150
5,36
111,62
15,15
2,1
1,40
15,218
97,10
52,1
230,10
9,237
10,224
67,21
5,229
46,73
18,211
17,159
142,61
7,158
89,205
16,77
1,6
46,13
50,66
1,7
45,188
8,60
62,2
14,56
26,12
17,217
22,137
233,97
24,13
61,97
17,79
69,201
25,13
13,98
15,180
37,29
5,31
13,46
10,89
25,11
1,11
3,222
17,11
116,93
255,89
48,34
39,39
146,61
93,232
66,256
191,51
8,144
18,238
52,1
55,232
160,53
66,7
20,209
25,2
193,37
6,250
157,16
12,139
36,23
8,149
49,181
123,113
12,10
214,48
132,58
1,5
7,115
69,204
20,64
1,23
5,84
17,8
21,54
168,116
74,141
11,147
2,8
24,9
4,21
3,33
179,16
115,162
71,28
63,105
1,1
52,48
62,57
8,208
5,23
41,1
10,36
6,215
10,199
27,42
69,183
17,244
1,1
9,24
13,46
5,12
22,125
7,7
24,27
13,222
6,162
15,141
24,22
52,1
4,64
5,83
8,148
4,1
15,84
64,99
29,113
16,127
3,40
12,253
7,7
7,55
14,18
68,187
8,120
61,119
18,164
7,18
1,1
11,123
7,52
245,37
7,72
2,6
52,215
8,25
10,228
24,43
1,246
126,8
7,13
11,31
52,1
52,1
148,99
16,11
17,247
1,7
25,149
1,2
24,220
7,3
3,212
26,74
47,9
13,142
15,2
138,118
3,13
19,22
27,47
186,183
10,16
5,2
7,16
6,144
63,164
14,51
236,9
67,212
20,16
65,185
7,158
8,48
122,131
14,213
7,65
4,16
34,16
32,18
42,41
6,250
1,16
1,11
19,33
4,5
7,38
9,214
26,42
42,20
214,103
16,20
13,256
7,39
187,2
22,118
1,48
16,105
1,7
32,6
30,130
5,1
36,154
50,51
6,63
64,171
56,59
180,177
8,137
3,26
110,188
6,160
141,99
38,148
209,131
80,163
20,18
17,169
114,33
38,55
8,179
63,180
39,205
1,103
11,12
24,206
20,93
43,50
7,24
17,109
7,29
79,3
137,141
169,150
4,24
14,85
8,206
29,95
17,138
9,143
1,1
72,168
52,1
31,84
1,1
74,181
8,68
5,115
1,19
177,25
171,176
23,255
64,217
25,37
23,60
89,217
1,7
25,45
5,17
7,73
5,22
122,165
9,227
1,25
5,8
30,65
241,148
81,147
5,195
90,84
21,14
16,133
1,62
1,143
1,7
1,24
59,1
21,78
241,104
16,4
65,166
9,124
72,153
11,13
26,7
2,29
21,10
20,204
52,1
38,173
7,178
13,164
23,139
32,215
10,216
7,214
7,65
5,54
14,93
6,202
6,200
2,2
52,1
164,77
14,117
28,109
150,2
14,189
12,30
26,192
222,1
8,53
52,1
15,2
17,41
12,88
5,11
64,251
9,16
13,69
152,104
28,40
7,100
15,6
10,58
176,123
55,165
5,40
14,8
59,114
248,6
2,19
28,167
15,117
31,101
36,101
210,228
83,113
6,120
8,108
12,176
3,8
5,208
140,139
8,200
17,239
213,32
1,5
14,131
1,2
3,78
11,163
6,7
16,124
18,70
21,52
13,160
12,181
18,123
116,180
11,8
34,174
124,76
31,182
16,13
114,4
37,6
46,57
9,12
9,102
9,167
38,60
46,38
203,4
21,185
37,177
97,253
52,1
26,196
5,112
92,92
10,198
1,1
11,46
3,29
13,4
7,31
8,19
215,160
1,29
1,0
10,41
5,102
1,27
52,1
1,13
28,159
21,41
12,86
87,187
1,17
37,34
1,7
16,43
29,12
222,193
14,110
108,133
36,20
20,27
17,253
11,151
76,2
42,2
143,7
56,209
4,30
27,31
17,71
1,7
1,7
2,19
19,92
11,145
23,201
13,235
1,165
9,86
242,137
3,3
52,1
8,109
24,117
2,30
29,28
201,150
17,135
3,18
49,36
52,1
80,77
25,24
2,253
11,33
8,242
4,166
17,156
15,113
1,33
5,64
30,201
18,183
1,2
15,19
8,5
5,7
5,116
65,226
20,157
115,49
11,53
3,245
1,1
26,147
42,250
4,19
23,113
5,82
63,183
32,76
15,82
4,41
31,112
1,1
6,67
27,25
4,11
4,193
1,2
9,248
26,13
101,39
13,130
16,228
39,128
27,226
10,1
16,19
3,47
7,15
5,10
3,15
3,66
114,11
50,70
11,39
9,146
19,186
22,7
16,140
16,50
16,132
107,145
73,143
47,1
6,195
16,75
31,49
19,27
24,37
53,145
1,2
19,7
66,181
10,40
8,209
11,157
32,90
5,82
211,1
29,148
18,215
10,194
55,54
47,54
1,27
20,200
41,71
89,45
31,1
111,201
1,7
5,228
84,244
88,1
9,5
8,73
126,210
37,208
74,72
1,57
11,172
14,50
12,134
71,1
38,236
75,1
15,165
4,26
17,14
2,7
21,156
33,205
45,73
5,52
253,85
33,73
10,72
15,232
51,51
9,175
11,55
14,208
104,99
8,66
4,36
8,159
1,5
165,16
4,97
6,18
11,224
20,71
4,10
5,7
1,144
1,31
18,55
208,82
123,182
20,17
255,142
16,154
11,195
178,167
5,189
25,34
27,1
6,61
19,111
3,9
9,229
37,107
15,68
49,32
19,120
22,37
16,15
10,38
38,141
51,29
64,1
56,104
13,243
7,124
8,191
70,212
64,147
3,133
52,1
29,79
27,99
1,2
9,88
2,14
29,232
151,62
15,14
21,250
37,256
147,149
8,11
41,137
33,176
1,85
127,153
41,108
76,170
62,3
12,231
16,36
20,231
157,10
33,161
20,20
52,1
9,117
2,25
214,110
113,17
9,151
45,96
7,79
98,62
9,114
10,17
21,252
8,62
9,130
4,17
221,1
20,54
12,55
23,106
29,46
15,207
18,189
1,1
10,98
142,39
18,224
5,25
10,20
38,249
8,93
8,228
23,53
1,87
144,80
18,17
11,31
6,7
6,68
28,188
253,117
106,10
13,181
22,45
10,139
8,62
26,119
1,26
19,166
37,140
1,7
65,54
19,144
22,6
67,203
62,101
1,7
8,86
32,50
123,0
9,205
3,25
229,1
1,7
19,69
52,1
121,2
64,219
70,246
254,151
28,252
100,115
62,254
13,79
11,150
14,100
1,1
8,253
11,20
16,35
30,249
72,198
19,44
18,103
9,219
3,154
52,1
4,51
6,72
38,227
6,55
19,8
7,180
29,77
5,12
9,112
52,1
160,64
79,128
185,16
3,161
199,169
32,5
85,204
8,151
36,103
214,40
6,56
6,209
19,84
10,72
65,227
106,29
1,5
15,207
23,247
247,96
19,39
7,114
21,88
3,103
15,81
3,1
30,219
37,25
4,238
28,74
4,53
8,218
23,30
2,50
6,248
70,200
4,240
24,51
73,54
37,194
5,186
13,236
104,95
9,64
9,199
145,244
3,7
24,10
14,102
18,39
5,95
65,177
31,84
17,36
34,27
87,108
152,82
64,223
134,194
2,218
94,191
4,1
1,4
10,97
10,123
4,10
15,218
168,123
4,223
82,218
6,109
121,167
45,31
11,42
26,2
51,96
1,2
21,77
1,7
4,100
1,26
101,104
15,11
15,192
163,109
10,216
7,235
11,4
21,24
1,6
23,54
2,1
64,198
36,19
9,76
38,171
8,89
68,177
14,191
6,118
130,2
2,194
215,190
21,70
23,2
25,91
1,1
13,231
11,39
62,10
50,76
15,152
22,14
4,7
39,122
183,177
24,173
4,27
17,31
20,48
6,52
13,88
14,67
62,196
2,3
93,145
211,157
22,233
16,66
12,200
66,105
9,182
34,12
27,35
7,120
10,255
3,104
48,206
218,207
33,198
17,61
3,13
5,225
115,7
203,17
7,1
4,1
6,23
59,58
16,222
2,10
6,101
13,20
18,17
104,144
17,87
48,175
12,190
40,80
1,5
42,219
8,126
65,236
143,8
11,116
6,163
183,14
3,10
103,14
79,27
8,158
68,154
28,53
9,97
9,83
173,228
36,104
7,242
6,123
8,168
16,29
17,84
1,7
29,185
34,20
4,83
6,39
52,1
6,90
31,64
13,4
12,198
5,1
25,151
9,128
12,203
17,137
14,185
29,174
20,157
42,121
147,115
18,255
150,15
42,246
4,144
34,78
29,36
14,50
34,68
55,152
33,244
3,18
34,183
5,206
129,256
21,215
22,17
9,47
35,95
10,79
11,199
140,191
205,23
37,66
131,17
8,96
22,5
2,123
1,1
36,126
12,116
1,8
252,10
28,114
17,34
13,134
35,188
28,36
4,23
1,34
75,42
31,144
15,242
5,8
63,229
7,73
26,17
17,181
6,25
4,120
10,158
4,51
235,96
33,1
12,252
169,135
5,31
17,224
154,198
4,12
52,1
4,20
8,231
41,243
24,193
23,4
66,212
72,233
15,48
72,17
7,142
7,22
1,1
8,85
11,21
9,148
1,87
3,102
40,82
10,156
65,30
150,100
10,15
52,1
19,72
230,86
192,9
10,22
11,186
28,32
1,105
230,243
66,146
25,48
28,7
6,132
11,76
25,5
97,83
5,109
4,27
254,140
3,37
191,8
72,171
8,4
135,15
22,58
3,12
64,237
197,112
20,11
1,64
17,42
141,65
6,125
22,146
8,134
29,192
82,3
24,71
44,217
4,181
64,176
63,214
16,60
65,1
19,126
60,20
23,0
25,95
17,146
6,196
12,140
6,68
1,7
36,230
52,41
15,20
1,1
37,34
18,79
246,256
123,2
11,219
48,6
3,203
3,52
16,208
23,192
33,1
21,6
21,54
18,67
81,20
19,2
19,220
6,86
5,185
67,154
5,17
62,33
18,198
11,176
7,216
14,101
4,223
18,42
20,205
35,53
9,45
64,116
37,27
11,171
66,2
7,52
21,34
13,65
214,25
63,105
52,1
22,137
224,1
8,64
10,216
21,4
1,7
13,211
16,213
18,29
24,60
186,159
3,205
3,75
14,182
6,61
3,107
16,227
52,1
18,202
4,12
24,35
50,68
59,51
18,42
41,40
32,96
5,68
134,2
5,211
3,3
14,253
9,60
66,1
7,89
137,244
11,160
6,43
19,91
79,176
246,9
8,245
52,1
8,171
27,111
72,37
15,5
1,71
33,107
65,181
19,52
12,21
35,92
39,98
6,78
67,221
57,155
10,94
6,195
1,76
64,214
49,59
49,33
5,99
14,2
244,206
20,82
52,1
1,1
81,43
56,39
10,195
25,10
57,249
5,55
53,124
158,182
5,122
17,252
44,1
23,65
8,153
8,136
6,125
33,36
71,222
105,253
161,30
3,47
38,23
228,175
105,49
29,102
16,77
17,12
19,253
15,29
101,134
17,45
10,184
2,45
13,134
13,232
6,110
1,6
57,65
10,88
1,7
10,21
31,1
85,2
21,9
18,74
64,153
3,10
4,1
32,47
10,79
65,3
27,36
9,101
20,3
7,76
226,21
25,191
11,149
8,168
35,31
22,52
4,15
18,224
210,16
63,199
21,45
3,43
112,179
7,201
10,79
8,43
7,11
69,1
1,3
66,182
54,0
127,208
1,4
27,54
23,10
16,18
130,90
91,108
4,6
151,207
10,157
26,6
32,240
10,150
5,155
8,62
65,184
62,164
60,92
22,13
4,38
26,216
40,114
24,77
22,2
214,208
11,243
8,17
22,77
8,2
6,232
5,8
54,192
52,1
1,7
76,52
20,49
19,55
5,0
16,232
79,42
1,7
49,83
25,174
78,1
1,75
38,57
10,146
186,117
52,1
74,51
60,11
7,66
2,7
63,180
9,187
39,31
28,223
6,37
19,27
7,7
22,84
12,5
4,8
5,153
24,22
14,5
10,122
24,67
11,27
3,32
11,160
5,1
12,153
13,105
44,181
24,25
13,31
15,184
1,2
4,2
18,39
16,29
18,138
15,1
7,255
161,88
204,17
20,15
2,8
7,88
1,3
1,7
8,29
48,180
18,64
5,168
62,42
228,4
18,68
1,6
34,79
3,86
45,8
11,109
5,218
9,45
12,52
61,178
13,224
122,12
2,77
108,124
9,49
6,206
43,1
3,5
7,184
26,244
48,183
11,140
4,1
4,224
2,4
1,90
177,39
5,126
67,1
37,31
1,16
144,197
50,219
10,55
5,1
53,14
3,17
150,201
168,9
86,146
52,1
169,161
7,189
17,209
34,218
7,122
24,36
36,224
19,177
13,195
1,10
9,101
6,216
5,130
47,222
70,138
17,64
4,115
8,27
7,113
38,50
16,9
10,128
19,220
23,53
15,80
24,82
52,1
151,205
65,55
17,65
16,10
5,207
64,149
24,168
10,8
162,39
1,1
8,240
5,9
6,169
73,91
11,42
6,1
19,78
229,118
1,12
21,2
1,13
9,52
21,105
6,166
8,208
14,117
97,96
62,1
6,146
8,221
18,179
111,218
18,28
28,7
164,37
28,30
1,6
6,126
111,27
104,210
37,166
224,90
6,101
189,76
27,38
52,204
1,4
164,246
10,18
5,116
60,158
56,89
91,247
30,41
11,162
22,239
20,66
13,74
5,142
9,175
26,118
16,212
11,147
52,74
31,32
170,150
35,63
105,119
147,78
6,210
48,8
30,15
6,69
5,54
53,6
24,2
5,82
132,120
52,1
55,20
48,1
14,220
7,8
1,1
118,133
24,248
17,72
41,43
134,4
18,133
14,67
1,7
10,227
30,34
17,127
3,22
112,61
11,19
25,33
55,106
10,159
17,79
40,113
31,96
26,130
17,108
4,145
221,2
1,2
1,1
178,125
1,1
3,36
15,56
8,99
1,1
11,61
199,1
9,160
199,31
65,82
15,135
7,248
15,107
1,34
1,7
6,226
8,97
224,45
6,51
21,14
139,24
4,161
204,133
5,81
1,1
3,13
5,53
99,125
5,187
19,113
174,118
4,102
6,97
26,55
9,117
256,128
44,15
5,27
23,150
5,170
12,191
128,37
86,30
13,186
1,6
22,118
7,234
52,1
21,41
37,94
14,37
161,215
120,18
8,54
176,104
19,75
11,58
76,1
25,256
52,1
30,101
212,118
40,156
8,1
18,163
8,202
21,8
69,12
6,100
18,6
26,16
11,192
11,172
10,81
7,154
37,27
15,126
25,28
55,250
78,1
2,178
19,197
121,30
8,66
1,5
146,20
6,174
6,229
6,58
5,24
4,14
69,52
21,53
1,7
7,50
20,32
9,144
26,12
11,6
7,95
49,77
15,67
2,2
139,99
14,17
2,32
3,43
163,156
9,48
3,3
20,28
20,163
147,15
8,209
123,51
1,7
209,84
13,91
11,63
5,62
30,25
13,30
7,191
1,1
6,253
65,163
11,58
4,200
163,60
52,233
30,153
39,242
191,93
3,15
196,204
11,64
7,159
8,98
5,11
25,248
31,34
10,12
4,1
239,111
8,131
54,198
5,76
156,9
97,15
178,19
6,3
30,7
5,38
2,2
14,1
29,194
58,168
41,37
41,140
127,180
14,119
161,45
6,65
9,240
1,29
65,221
4,38
13,130
58,178
69,26
3,3
8,243
142,5
43,173
12,48
110,245
9,35
10,50
44,92
23,104
8,99
187,9
7,32
11,43
1,80
112,160
235,129
5,81
5,18
30,39
65,237
2,167
25,153
6,6
19,23
34,121
6,155
3,10
5,5
42,3
6,44
63,74
76,56
75,187
70,175
1,6
13,194
73,4
24,1
147,184
100,98
14,170
44,70
62,35
38,22
1,1
56,54
89,239
5,6
65,164
65,129
161,240
42,248
11,204
16,7
12,155
6,47
14,83
52,1
18,243
122,111
60,124
240,14
169,196
13,146
95,138
8,37
6,219
4,26
42,108
31,237
59,72
9,9
5,16
3,37
3,19
6,55
22,10
232,193
1,2
7,135
21,8
88,162
1,0
13,48
1,8
66,200
26,37
18,155
3,127
61,24
44,24
18,209
1,55
37,137
6,55
3,35
16,91
25,71
6,100
170,54
